"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","ttmDividendRate","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","dividendYield","nextEarningsDate","exDividendDate","peRatio","beta","nextDividendDate"
"1312","AVNS",-0.450907,71.22,31.77,1819659400,4700,42.52,37.94,47319779.91,306044.1,307072.7,-0.5531,NA,"Avanos Medical, Inc.",47710000,0.134634,0.134634,0.25357,-0.450907,-0.100684,-0.113229,-0.12563,0.051848,0.005802,0.035569,NA,"2019-11-06",NA,-68.96,1.02279841387565,NA
"1313","AVTR",0.055172,19.58,14,8704935000,12000,17.47,17.16,547890315.75,2267342.1,1951900.93,NA,NA,"Avantor, Inc.",568950000,NA,NA,NA,0.055172,0.055172,0.055172,-0.178303,-0.095745,-0.044347,-0.01671,NA,"2019-11-27",NA,NA,-0.268524803877862,NA
"1314","AVYA",-0.480941,22.35,10.23,1224506480,8100,14.59,12.04,110075916.512,2501243.3,2638452.17,-3.3021,NA,"Avaya Holdings Corp.",111016000,0.139818,0.139818,0.139818,-0.480941,-0.244003,-0.23615,-0.089934,-0.112631,0.041549,-0.170677,NA,"2019-12-20",NA,-3.34,0.961759274217664,NA
"1315","AVY",0.03283,120.65,82.89,9508757420,30180,106.8,113.8,83711668.619,524139.6,488575.5,2.7985,2.14,"Avery Dennison Corp.",84193000,0.855834,1.23946,0.306351,0.03283,0.255028,0.012007,0.025608,-0.024192,0.042459,-0.006597,0.0189481140428546,"2019-10-23","2019-09-03",40.36,0.966749988393351,NA
"1316","AVH",-0.457192,5.99,2.54,NA,NA,4.05,3.57,NA,273527.4,215492.03,-3.7006,NA,"Avianca Holdings SA",NA,-0.734286,-0.769802,-0.481172,-0.457192,-0.261072,-0.277904,-0.064897,-0.099432,-0.18299,0.060201,NA,"2019-11-11",NA,-0.86,0.914775209117327,NA
"1317","AVA",-0.068496,52.7,39.75,3164733570,2026,43.43,46.28,65464169.976,362455.9,318497.83,2.9978,1.52,"Avista Corp.",66111000,3.03318,0.342743,0.058027,-0.068496,0.118458,0.154328,0.091925,0.032794,0.05954,0.015486,0.0317526634635471,"2019-11-06","2019-08-21",15.97,0.195752846617078,NA
"1318","AVP",1.259615,4.7,1.3,2083665100,23000,3.13,4.16,434621506.55,8090814.7,7343008.97,-0.1194,NA,"Avon Products, Inc.",443333000,-0.89383,-0.773613,-0.168044,1.259615,1.993631,0.577181,0.220779,0.124402,0.098131,0.111111,NA,"2019-11-01","2015-11-12",-39.36,1.23767279073396,NA
"1319","AVX",-0.15566,19.42,13.03,2724088230,15100,16.28,14.87,46990099.235,281300.3,263924.6,1.6023,0.46,"AVX Corp.",169093000,0.797357,0.240122,-0.01982,-0.15566,0.028736,-0.104503,0.008766,0.157328,0.109504,0.069011,0.0285536933581626,"2019-10-29","2019-07-31",10.05,1.2140489941748,NA
"1320","EQH",-0.023277,22.93,14.72,10716871180,7800,20.25,21.3,299281643.15,2292358.4,2219636.7,1.9249,0.54,"AXA Equitable Holdings, Inc.",491149000,0.110619,0.110619,0.110619,-0.023277,0.329677,0.04552,0.049543,0.062835,0.100353,0.005994,0.0247479376718607,"2019-11-18","2019-08-21",11.34,1.22931637384783,NA
"1321","AXTA",0.067508,32.14,21.57,7303464530,14000,26.67,29.21,232099950.682,2458473.6,2061947.03,0.8766,NA,"Axalta Coating Systems Ltd.",233263000,0.287229,0.287229,-0.140881,0.067508,0.325572,0.199157,0.213566,0.126664,0.109497,0.024207,NA,"2019-10-24",NA,35.72,0.891694465291686,NA
"1322","AXS",0.111961,65.91,48.27,5369250120,1567,57.94,62.77,81990867.006,501132.8,518552.2,1.2998,1.59,"AXIS Capital Holdings Ltd.",83947000,1.231703,0.254842,-0.121553,0.111961,0.252399,0.123288,0.063695,-0.02157,0.026151,0.00772,0.024859287054409,"2019-10-28","2019-06-27",49.21,0.473567137641022,NA
"1323","AX",-0.211732,36.96,23.87,1728870080,1007,28.67,26.77,53351203.024,337035.2,329660.33,2.5,NA,"Axos Financial, Inc.",61264000,16.213296,0.51598,0.26455,-0.211732,0.117624,-0.082276,0.021723,0.031433,0.100624,0.032187,NA,"2019-10-23",NA,11.29,1.15093020165269,NA
"1324","AXO",0.003107,26.75,23.22,1582449120,NA,25.54,25.8,NA,1609.2,1831.53,NA,NA,"Axos Financial, Inc.",0,-0.924694,0.017379,0.017379,0.003328,0.062323,0.01085,-0.002043,0.00724,-0.004366,-0.002517,NA,NA,NA,NA,-0.0355965377299474,NA
"1325","AZUL",1.014646,43.13,16.3,NA,11807,31.3,38.08,NA,728647.3,599439.37,0.4548,NA,"Azul SA",NA,0.237209,0.237209,0.095101,1.014646,0.19784,0.03678,0.004088,-0.058582,-0.120685,-0.019669,NA,"2019-11-11",NA,75.62,0.956850015549331,NA
"1326","AZRE",-0.225564,16.18,8.25,465515710,NA,10.71,10.69,24288004.832,19361.9,18051,-0.0303,NA,"Azure Power Global Ltd.",41087000,-0.236301,-0.236301,-0.343732,-0.225564,0.280226,0.026268,0.04424,0.08629,0.084211,0.03,NA,"2019-11-13",NA,-373.93,0.0732287917817564,NA
"1327","AZZ",-0.159434,53.65,37.43,1165071600,3884,44.11,43.62,25759850.76,109717.1,141582.53,2.1743,0.68,"AZZ, Inc.",26152000,22.059382,0.10243,-0.164544,-0.159434,0.09702,0.023432,0.028156,0.058195,0.035565,0.028393,0.0152637485970819,"2019-10-02","2019-07-19",20.49,0.989118324087109,NA
"1328","BGS",-0.372425,31.7,16.7,1294444800,2675,23.73,19.01,63776837.664,1314172.9,1374201.13,2.7208,1.9,"B&G Foods, Inc.",65376000,1.246231,-0.306977,-0.44403,-0.372425,-0.32215,-0.181141,-0.128521,0.025375,-0.01,0.016427,0.095959595959596,"2019-10-21","2019-09-27",7.28,0.125585823360825,"2019-09-27"
"1329","BRPM",0.019588,9.98,9.67,182290008,2,9.77,9.8,NA,32834.9,57683.4,NA,NA,"B. Riley Principal Merger Corp.",14838000,0,0,0,0.019588,0.019588,0.019588,0.014338,0.012282,0.010215,-0.009018,NA,NA,NA,NA,0.00766009479864213,NA
"1330","BW",-0.527523,12.9,1.94,238316250,4000,4.62,3.67,30025672.575,409595.5,295697.03,-24.7061,NA,"Babcock & Wilcox Enterprises, Inc.",46275000,-0.97999,-0.97999,-0.958463,-0.527523,0.117864,0.391892,0.312436,0.32732,0.467236,0.232057,NA,"2019-11-08",NA,-0.21,1.40877330322498,NA
"1331","BGH",-0.096807,19.85,15.13,357433560,NA,17.71,17.8,17640248.796,49958.5,58336.3,-0.0998,1.7836,"Barings Global Short Duration High Yield Fund",20058000,-0.601657,-0.228392,-0.067164,-0.096807,0.100679,-0.019263,-0.01547,0.014229,0.001686,0.010777,0.100089786756453,NA,NA,-178.56,0.364826695858806,NA
"1332","BMI",-0.025669,61.57,46.69,1536054640,1531,54.73,53.57,28565725.152,170060.4,163715.77,1.2518,0.6,"Badger Meter, Inc.",29114000,13.351768,1.250304,0.430116,-0.025669,0.079599,-0.076654,-0.074061,-0.004716,-0.000758,-0.027824,0.0113722517058378,"2019-10-16","2019-08-29",42.15,0.927466735189866,NA
"1333","BCSF",0.051667,20.9,15.14,977734500,NA,18.78,18.25,51504863.5,150182.3,138757.57,1.2948,NA,"Bain Capital Specialty Finance, Inc.",51650000,0.13,0.13,0.13,0.051667,0.085436,-0.042489,0.028246,0.044702,0.049917,-0.002109,NA,"2019-11-27",NA,14.62,-0.0349926016784415,NA
"1334","BHGE",-0.246757,34.48,20.09,24725091992,66000,24.01,23.31,515736818.41,14087965.7,7589845.3,0.35,0.72,"Baker Hughes, a GE Co.",516890000,-0.220957,-0.664189,-0.597512,-0.246757,0.131116,-0.155075,0.062946,0.111578,0,-0.012443,0.0302393952120958,"2019-10-21","2019-08-12",68.03,0.992677949017094,NA
"1335","BBN",0.120482,25.65,19.59,1381209960,NA,22.85,24.42,57117201.752,253738.9,212029.8,0.5424,1.4906,"BlackRock Taxable Municipal Bond Trust",57122000,0.154,0.112289,0.013614,0.120482,0.167552,0.115828,0.040448,-0.028135,-0.000826,-0.015071,0.061645988420182,NA,"2019-09-30",44.58,-0.00346857405123318,"2019-09-30"
"1336","BLL",0.635705,81.88,42.24,23970616600,17500,61.13,74.84,328325070.766,2935847.6,2225372.73,1.56,0.45,"Ball Corp.",332003000,7.708426,1.141376,0.556337,0.635705,0.616297,0.247408,0.105328,-0.094557,-0.014334,0.004312,0.00623268698060942,"2019-11-04","2019-08-30",46.28,0.735926178909953,NA
"1337","BANC",-0.247423,19.9,12.22,742852687,741,14.51,14.52,48117879.189,497713.9,332802.77,0.4811,0.45,"Banc of California, Inc.",50403000,-0.092025,0.247892,-0.296912,-0.247423,0.074319,-0.010169,0.059507,-0.026667,0.028169,-0.035667,0.0308219178082192,"2019-10-31","2019-09-13",30.35,0.905516839382607,NA
"1338","BBVA",-0.18196,6.77,4.62,NA,125627,5.59,5.08,NA,3775059.3,4333846.6,0.7699,NA,"Banco Bilbao Vizcaya Argentaria SA",NA,-0.288949,-0.517915,-0.301063,-0.18196,-0.009416,-0.148867,-0.034862,0.116773,0.064777,0.003817,NA,"2019-10-31",NA,6.83,0.913672750231996,NA
"1339","BBD",0.391681,10.55,5.55,NA,98605,9.08,8.85,4007004387.91834,15167027.4,14878441.6,0.6762,0.04369649973494,"Banco Bradesco SA",NA,10.63128,0.074679,0.208964,0.390476,-0.091804,-0.202978,-0.125272,-0.001244,-0.051948,-0.039474,0.00544165625590785,"2019-10-31",NA,11.88,0.82325716142755,NA
"1340","BBDO",0.45776,9.48,4.95,NA,98605,8.05,7.96,NA,27209.9,50458.53,0.6762,0.03972449975906,"Banco Bradesco SA",NA,0.024793,-0.096396,0.056004,0.457274,-0.064749,-0.14957,-0.089571,0.042135,-0.011984,-0.027523,0.00535370616698922,NA,NA,10.97,0.635740608175087,NA
"1341","BCH",0.014138,32.82,27.03,NA,NA,29.5,28.88,NA,136669,123871.03,3.4165,NA,"Banco de Chile SA",NA,5.544467,0.261476,0.263372,0.013904,0.014138,-0.05707,0.042169,0.006502,0.071012,0.011348,NA,"2019-10-29",NA,8.61,0.539691534487214,NA
"1342","BLX",-0.059666,22.95,15.3,734675823,NA,19.57,19.88,30951000,86377.6,73863.67,0.5951,1.54,"Banco Latinoamericano de Comercio Exterior SA",30951000,3.007547,-0.173862,-0.248939,-0.059666,0.138728,-0.012036,-0.03384,0.009739,-0.010547,0.042328,0.0781725888324873,"2019-10-16","2019-07-29",33.1,0.540781281014534,NA
"1343","BSBR",0.279953,13.72,8.14,NA,48012,11.62,11.13,NA,790542.2,872714.37,0.4830851,0.246617798719459,"Banco Santander (Brasil) SA",NA,111199,0.667166,0.300585,0.279953,-0.112664,-0.124899,-0.024412,0.042512,0.030564,-0.008272,0.0228561444596348,"2019-10-30",NA,22.34,0.87928846002675,NA
"1344","BSAC",-0.071725,33.32,27.06,NA,NA,29.81,28.85,471098039.86,237638,199116.3,1.8349,NA,"Banco Santander Chile SA",NA,3.016263,0.14764,0.1869,-0.071725,-0.028037,-0.066966,-0.001372,0.014988,0.054308,0.021754,NA,"2019-10-31",NA,15.87,0.725734418211212,NA
"1345","BSMX",-0.142857,8.74,5.68,NA,16016,7.07,6.88,NA,2833731.6,3579459.1,0.7888,NA,"Banco Santander Mexico SA Institucion de Banca Multiple",NA,-0.365608,-0.354101,-0.096026,-0.142857,0.040128,-0.038576,-0.114754,-0.001541,-0.045655,-0.009174,NA,"2019-10-31",NA,8.22,0.798244589376073,NA
"1346","SAN",-0.188119,5.43,3.65,NA,202713,4.55,4.14,16605817136.2993,15602586.6,16284933.23,0.4722,NA,"Banco Santander SA",NA,-0.942147,-0.513568,-0.291362,-0.188119,-0.090909,-0.181637,-0.063927,0.056701,0.009852,0.002445,NA,"2019-10-30","2019-01-28",8.68,0.91325396241852,"0000-00-00"
"1347","CIB",0.257087,55.4,35.52,NA,31040,47.89,50.38,127180317.3375,348635,321450.57,4.3865,1.265905,"Bancolombia SA",NA,16.12766,-0.150396,0.178336,0.257087,0.29672,-0.019419,0.060732,-0.015634,0.099375,0.037007,0.0248216666666667,"2019-11-06",NA,11.63,0.937464831349197,NA
"1348","BXS",-0.116691,34.8,24.3,3084962400,4445,28.89,28.3,100968033.6,405215.6,384100.03,2.195,0.68,"BancorpSouth Bank",103176000,0.65194,0.334204,-0.001303,-0.116691,0.123638,-0.011243,0.079422,0.072069,0.086088,0.032459,0.022742474916388,"2019-10-14","2019-09-12",13.62,0.933519423583943,NA
"1349","BAC",-0.004954,31.37,22.66,280459079000,204000,28.21,28.57,9276251523.1,60079065.1,60850177.13,2.84,0.6,"Bank of America Corp.",9308300000,-0.103824,1.058784,0.271703,-0.004954,0.207131,0.010396,0.078768,0.104877,0.073006,0.026576,0.0199137072685032,"2019-10-16","2019-09-05",10.61,1.1054783537115,NA
"1350","BOH",0.072391,88.2,63.64,3556806300,2122,79.47,82.65,39897372.69,209142.4,186814.2,5.5148,2.49,"Bank of Hawaii Corp.",40626000,1.699871,0.511187,0.014414,0.072391,0.279784,0.060698,0.105848,0.04976,0.086768,0.037077,0.0284408909194746,"2019-10-21","2019-08-29",15.88,0.683294342363383,NA
"1351","BMO",-0.112142,84.36,62.79,46481052520,45454,73.83,72.51,638292301.801,584457.9,516357.43,7.1664,3.01431533890595,"Bank of Montreal",638827000,1.90099,0.148186,0.122605,-0.112142,0.103427,-0.066701,-0.019671,0.031618,0.012383,0.008315,0.0414281932230065,"2019-12-03","2019-10-31",10.15,0.64085360772989,"2019-10-31"
"1352","NTB",-0.372652,53.26,26.08,1696093420,1373,34.49,29.95,54129079.536,186389.2,240321.2,3.5386,1.64,"The Bank of N.T. Butterfield & Son Ltd.",54607000,-0.898268,1.696917,0.157469,-0.372652,-0.026027,-0.183062,-0.146234,0.134819,0.103767,0.022047,0.0528010302640051,"2019-10-25","2019-08-02",8.78,1.25794272158517,NA
"1353","BK",-0.087271,54.27,40.52,44069448500,51300,47.71,44.17,940940699.188,4116278.2,4146496.07,3.8631,1.12,"The Bank of New York Mellon Corp.",942662000,1.215028,0.438192,0.034606,-0.087271,-0.015789,-0.133938,0.063709,0.094335,0.037506,0.021188,0.0239572192513369,"2019-10-16","2019-07-26",12.1,0.778438821218415,NA
"1354","BNS",-0.036834,60.52,48.34,68613699000,97629,53.67,53.06,1220077762.75,919300.2,872926.73,5.0476,2.5991407671625,"The Bank of Nova Scotia",1220450000,2.117513,-0.105272,-0.023235,-0.036834,0.117916,0.018663,0.068212,0.093774,0.086797,0.014069,0.0462316038271523,"2019-12-06","2019-09-30",11.14,0.563329519863945,"2019-09-30"
"1355","BKU",-0.097502,37.74,28.05,3194284800,1790,33.54,32.38,93910737.236,735796.8,633433.5,2.86,0.84,"BankUnited, Inc.",95068000,0.293662,0.151724,0.053024,-0.097502,0.099117,-0.072336,0.030675,0.053622,0.062619,0.005687,0.025,"2019-10-25","2019-10-14",11.75,0.813252452283168,"2019-10-14"
"1356","BCS",-0.169214,9.53,6.54,NA,83500,7.9,7.25,4309375882.075,3835854.8,3033643.6,0.9398,0.348357,"Barclays Plc",NA,-0.616857,-0.485766,-0.199057,-0.169214,0.001316,-0.132269,0.014667,0.119118,0.070323,0.04104,0.0457762155059133,"2019-10-25","2019-08-08",8.1,0.744597848291104,NA
"1357","BBDC",-0.013766,10.34,8.7,504649420,NA,9.83,9.89,49172777.852,187527.8,168125.57,-1.9394,0.38,"Barings BDC, Inc.",50314000,-0.375,-0.614644,-0.447819,-0.013766,0.080819,0.01007,0.015182,0.017241,0.027664,0.007028,0.0378863409770688,"2019-11-11","2019-09-10",-5.17,0.243743817969482,NA
"1358","MCI",0.082192,17,14.7,NA,NA,15.71,16.21,NA,14038.9,16791.27,NA,NA,"Barings Corporate Investors",0,0.605076,0.040132,0.049801,0.082192,0.106738,0.033645,0.060064,-0.009552,0.044053,0.005455,NA,NA,NA,NA,0.0708477419320894,NA
"1359","MPV",0.17619,17.87,14.21,NA,NA,15.8,16.67,NA,14191.9,16064.93,NA,NA,"Barings Participation Investors",0,0.574924,0.183002,0.089563,0.175791,0.1375,0.122837,0.057551,0.023259,0.035329,0.0029,NA,NA,NA,NA,0.083249030243896,NA
"1360","BNED",-0.261029,7.78,2.89,191380140,21100,4.33,3.57,34319886.3,506274.1,414356.33,-0.3665,NA,"Barnes & Noble Education, Inc.",47607000,-0.712542,-0.712542,-0.592699,-0.261029,-0.071594,-0.182927,0.214502,0.221884,0.280255,-0.017115,NA,"2019-12-05",NA,-10.97,1.20720983477179,NA
"1361","B",-0.206022,72.7,42.39,2803335600,5908,53.93,48.95,45405532.56,277111.2,235022.47,2.9048,0.64,"Barnes Group, Inc.",50620000,4.471645,0.537991,0.041187,-0.206022,0.020453,0.001266,0.049659,0.211286,0.207062,0.095766,0.0115565185987721,"2019-10-28","2019-08-23",19.06,1.23070333311227,NA
"1362","GOLD",0.315385,20.07,11.52,29958858000,NA,14.46,17.72,NA,20706144.8,18615813.53,-1.4996,0.183189050465114,"Barrick Gold Corp.",1751980000,-0.030769,-0.030769,-0.030769,0.315385,0.315385,0.320463,0.208481,-0.055249,-0.027857,-0.008696,0.0107128099687201,"2019-10-25","2018-03-22",-11.4,-0.21191026365883,NA
"1363","BAS",-0.763039,12.12,1.21,53957530,4100,3.31,1.68,23564131.129,437793.9,326537.87,-4.8323,NA,"Basic Energy Services, Inc.",25817000,-0.929167,-0.929167,-0.906559,-0.763039,-0.555319,-0.573469,-0.004762,0.357143,0.393333,0.060914,NA,"2019-10-24",NA,-0.43,1.80044855817052,NA
"1364","BHC",0.036364,28.45,17.2,8232503160,21100,23.35,22.78,347865002.268,3024666.5,3143244.03,-2.6126,NA,"Bausch Health Cos., Inc.",352268000,0.105423,0.105423,0.105423,0.036364,0.155215,-0.047677,0.062273,0.070545,0.002144,0.039129,NA,"2019-10-23",NA,-8.95,1.40209645075963,NA
"1365","BAX",0.128245,89.93,61.05,44377527520,50000,76.85,85.3,509365383.408,2483225.6,2169252.47,3.0281,0.79,"Baxter International, Inc.",510556000,3.165948,0.03452,0.388151,0.128245,0.331087,0.129565,0.102346,-0.010811,0.061165,0.011756,0.00908881730326737,"2019-10-24","2019-08-29",28.7,0.832251772174284,NA
"1366","BTE",-0.371324,3.13,1.15,954009000,NA,1.67,1.38,547380237.6,2693831.7,1993252.77,-0.139,NA,"Baytex Energy Corp.",557900000,-0.881143,-0.951059,-0.363914,-0.371324,-0.05,-0.017241,0.147651,0.248175,0.257353,0.204225,NA,"2019-10-31",NA,-12.3,1.96956394416406,NA
"1367","BBT",0.053344,53.69,40.68,40545398880,35852,48.58,48.92,763494684.624,4838574.7,4549809.2,4.0877,1.62,"BB&T Corp.",766164000,0.586692,0.362027,0.16118,0.053344,0.19216,0.048336,0.080662,0.126917,0.117163,0.032787,0.0306122448979592,"2019-10-17","2019-08-13",12.95,0.778804845732919,NA
"1368","BBAR",-0.535256,14.23,3.88,NA,6089,10.07,8.16,NA,1185286,1481981.5,2.3585,NA,"BBVA Banco Francés SA",NA,NA,NA,NA,-0.535256,-0.612989,-0.613677,-0.608108,-0.131737,-0.599448,-0.018059,NA,"2019-11-12",NA,1.84,1.52643553661245,NA
"1369","BBX",-0.318182,7.55,3.75,467342400,7307,5.31,4.34,59993310.036,343351.6,213008.83,0.0776,0.045,"BBX Capital Corp.",77978000,1.978769,0.501348,-0.229439,-0.318182,-0.160839,-0.233227,0.071429,0.15942,0.221374,0.004184,0.009375,"2019-11-11","2019-07-03",61.86,1.07245605007423,NA
"1370","BCE",0.175582,48.84,38.75,42727557120,52790,44.5,46.55,899458732.032,1184924.9,968136.8,2.4564,2.33782078114107,"BCE, Inc.",900096000,1.179985,-0.011794,-0.023741,0.175582,0.194514,0.069626,0.071558,0.01345,0.032405,-0.01637,0.0492483838453986,"2019-10-31","2019-09-13",19.33,0.268266698491401,NA
"1371","BZH",0.169983,14.43,8.16,436775050,1280,11.37,11.76,28947723.025,410418.1,455736.27,-0.7908,NA,"Beazer Homes USA, Inc.",30955000,-0.881882,-0.407631,-0.127219,0.169983,0.40398,0.221645,0.428138,0.172901,0.289762,0.06975,NA,"2019-11-12",NA,-17.84,1.16948875214828,NA
"1372","BDX",0.005831,265.87,208.62,69845198420,76032,242.72,252.81,269219455.166,1065579.5,1068805.13,2.91,3.06,"Becton, Dickinson & Co.",269954000,5.822654,1.067973,0.3061,0.005831,0.175618,0.057465,0.104787,0.028829,0.094736,-0.006833,0.0118270011208596,"2019-11-05","2019-09-06",88.91,0.951435886534147,NA
"1373","BDXA",-0.022994,67.07,50.27,17090787740,NA,60.39,61.87,NA,126003.9,163879.7,NA,NA,"Becton, Dickinson & Co.",0,0.134483,0.134483,0.134483,-0.022994,0.115595,0.037189,0.080007,0.029431,0.08389,-0.00456,NA,NA,NA,NA,0.762673161404591,NA
"1374","BDC",-0.251002,73.56,37.79,2138066450,11300,53.24,49.17,38728396.72,313138,334005.57,4.0454,0.2,"Belden, Inc.",39455000,3.787037,-0.12311,-0.163318,-0.251002,0.290853,-0.052622,-0.067779,0.227129,0.204222,0.047555,0.00369071784462078,"2019-10-30","2019-09-18",13.4,1.48753810170633,"2019-09-18"
"1375","BHE",0.147913,30.23,20.01,1086291490,10500,25.43,26.38,36811585.283,256619.2,241137.07,1.396,0.6,"Benchmark Electronics, Inc.",37627000,1.109757,0.196923,-0.153033,0.147913,0.355399,0.103172,0.231655,0.080869,0.113812,0.031808,0.0207828195358504,"2019-10-24","2019-06-27",20.68,0.996486816383565,NA
"1376","BRK.A",-0.027014,335900,279410,516093904780,389000,307178.15,307697.79,709812.864826667,266.8,253.63,17630,NA,"Berkshire Hathaway, Inc.",710000,3.885496,0.670582,0.294708,-0.027014,0.038644,0.018745,0.033806,0.047752,0.06052,0.012364,NA,"2019-11-01",NA,17.91,0.888887202197071,NA
"1377","BRK.B",-0.027556,224.07,186.1,515584032300,389000,204.63,204.87,1383494404.39,3942604.8,4207598.4,11.7587,NA,"Berkshire Hathaway, Inc.",1386310000,3.871115,0.672499,0.291722,-0.027556,0.03713,0.01766,0.033664,0.04673,0.063723,0.009697,NA,"2019-11-01",NA,17.89,0.925353007615136,NA
"1378","BHLB",-0.241478,43.4,25.77,1446823580,1917,29.71,30.41,40849531.476,203102.1,180855.8,2.0219,0.9,"Berkshire Hills Bancorp, Inc.",45469000,0.319565,0.30819,-0.19709,-0.241478,0.167278,0.041912,0.057846,0.062083,0.067427,0.035133,0.0282840980515399,"2019-10-14","2019-08-07",15.74,0.885106224268491,NA
"1379","BERY",-0.211844,59.16,37.93,5239086000,24000,49.85,44.8,130703570.9,889421.4,1150482.2,2.347,NA,"Berry Global Group, Inc.",132100000,2.513158,1.312689,-0.038011,-0.211844,-0.151658,-0.286434,-0.21883,-0.006513,-0.069669,-0.000252,NA,"2019-11-04",NA,16.9,0.821349757870971,NA
"1380","BBY",-0.10553,81.66,47.72,18162815430,125000,66.14,69.98,230125322.727,2797768.1,3196433.3,5.6237,1.9,"Best Buy Co., Inc.",263573000,3.111159,1.968713,0.448223,-0.10553,0.285634,-0.018935,0.034219,0.039994,0.041881,-0.001594,0.0275721956174721,"2019-11-21","2019-09-18",12.25,1.1888796991291,"2019-09-18"
"1381","BEST",-0.074074,7.07,3.77,NA,8325,5.04,4.87,243604729.201896,2040563.2,1183845.33,-0.1237,NA,"BEST, Inc. (China)",NA,-0.407795,-0.407795,-0.407795,-0.074074,0.270208,0.067961,0.167728,0.203501,0.15304,0.011029,NA,"2019-11-14",NA,-44.46,1.18521632874523,NA
"1382","BHP",0.150564,59.02,43.65,NA,NA,51.99,52.29,1472698441.0878,1956542.1,2087076.73,3.4048,2.66,"BHP Group Ltd.",NA,3.679892,-0.26163,0.525125,0.150564,0.087338,-0.018484,-0.051231,0.059015,0.031925,0.03336,0.0511145272867025,NA,"2019-09-05",15.28,0.873177305987168,NA
"1383","BBL",0.130543,51.87,38.04,NA,NA,45.57,45.55,1056007846.9149,1385837.9,1379819.67,3.4048,2.66,"BHP Group Plc",NA,3.442308,-0.289559,0.568761,0.130543,0.095606,-0.02972,-0.05792,0.056331,0.041542,0.029725,0.0586161304539445,NA,"2019-09-05",13.33,0.910400803542219,NA
"1384","BIG",-0.460456,45.13,19.83,867715840,35600,30.51,23.59,38514176.208,1427323,1540487.13,3.0821,1.2,"Big Lots, Inc.",39016000,2.424486,-0.014403,-0.23114,-0.460456,-0.244822,-0.354239,-0.243795,0.048562,-0.073719,-0.090016,0.0539568345323741,"2019-12-09","2019-09-12",7.22,0.958415694119289,NA
"1385","BH",-0.437358,202,83.02,248175040,18684,118.37,96.54,2038347.765,11177.1,8787.87,47.8359,NA,"Biglari Holdings, Inc.",2069000,-0.282962,-0.703771,-0.715818,-0.437358,-0.066998,-0.218015,0.088332,0.15889,0.214795,0.047253,NA,"2019-11-01",NA,2.28,0.850899644987249,NA
"1386","BH.A",-0.390776,947.74,426.52,1268733440,18684,616.12,494.45,203277.933,274.5,282.2,19.5094,NA,"Biglari Holdings, Inc.",207000,-0.482654,-0.482654,-0.482654,-0.390767,-0.121437,-0.210704,-0.097922,0.114896,0.173575,0.027346,NA,"2019-11-01",NA,28.57,0.778324921890338,NA
"1387","BHVN",0.339096,67.86,29.17,2504435080,63,46.16,41.55,42976043.388,848387,681023.27,-8.9397,NA,"Biohaven Pharmaceutical Holding Co. Ltd.",52154000,2.424,2.424,2.08866,0.339096,0.308803,-0.028722,-0.162831,0.258056,0.213546,0.148804,NA,"2019-11-11",NA,-5.37,1.73551569730795,NA
"1388","BIO",0.129038,345.5,220.05,9958672450,8260,291.33,324.42,21121292.7,198271.9,221496.07,30.251,NA,"Bio-Rad Laboratories, Inc.",24705000,7.380301,1.532661,0.406013,0.129038,0.465056,0.065292,0.105688,0.009669,0.048149,0.034744,NA,"2019-11-07",NA,11.05,1.0459882132654,NA
"1389","BIO.B",0.141269,341.47,220.93,10124377130,8260,292.6,326.55,271162.62,22.2,82.53,30.251,NA,"Bio-Rad Laboratories, Inc.",5098000,5.291667,1.430584,0.372727,0.141233,0.477,0.094673,0.167108,0.023994,0.032647,0,NA,"2019-11-07",NA,11.23,-0.0618921932805736,NA
"1390","BITA",-0.328251,25.34,9.46,NA,8316,14.75,11.8,67635351.5,1634301.8,1015434.6,-1.1507,NA,"Bitauto Holdings Ltd.",NA,0.009639,-0.620356,-0.561563,-0.328251,-0.279461,-0.14253,0.460039,0.27381,0.359347,0.160341,NA,"2019-11-13",NA,-13.02,1.04799301328172,NA
"1391","BJ",-0.035163,29.56,19.31,3677825970,26383,25.33,24.59,122114627.271,1662864.5,2219181.23,1.5372,NA,"BJ's Wholesale Club Holdings, Inc.",136773000,0.283182,0.283182,0.283182,-0.035163,0.168115,0.047118,0.084712,0.240886,0.164573,-0.028189,NA,"2019-11-18",NA,17.49,1.20063985070919,NA
"1392","BKH",0.272849,82,56.42,4643230520,2863,72.93,77.9,60608630.217,394461.8,383726.5,3.7942,1.99,"Black Hills Corp.",61063000,1.675018,0.274557,0.076325,0.272849,0.241064,0.045367,-0.025503,-0.018459,-0.013492,0.018347,0.0261704366123093,"2019-11-11","2019-08-16",20.04,0.220176927537144,NA
"1393","BKI",0.150795,64.48,42.3,9200173720,4700,54.98,62.15,142718461.388,811888.6,780103.73,1.0632,NA,"Black Knight, Inc.",149572000,1.028403,1.028403,0.354433,0.150795,0.368105,0.170727,0.0221,-0.010616,0.014013,-0.00614,NA,"2019-10-30",NA,57.85,0.784763504637135,NA
