"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield","exDividendDate"
"328","LN",-0.064594,44.13,27.04,NA,5595,33.32,32.63,NA,70620.3,66981,-1.2636,"LINE Corp.",NA,-0.195527,-0.195527,0.00753,-0.064594,0.136124,0.124602,0.40769,0.22044,0.206779,0.041879,"2019-10-28",-30.71,0.992942698876315,NA,NA,NA,NA
"329","LINX",-0.167217,9.6,6.59,NA,NA,8.23,8.15,NA,289037,274623.37,0.0912,"Linx SA",NA,NA,NA,NA,-0.167217,-0.167217,-0.167217,-0.167217,-0.075702,-0.073439,0.035568,"2019-11-11",83,-0.17250026094259,NA,NA,NA,NA
"330","LGF.A",-0.517734,25.24,8.63,2427589150,1415,14.59,11.66,69524178.735,1816403.8,1239163.93,-1.5381,"Lions Gate Entertainment Corp.",82655000,2.716931,-0.725049,-0.435969,-0.505324,-0.329122,-0.305729,-0.086814,0.007227,-0.11788,0.010879,"2019-11-07",-7.25,1.04956890369707,NA,NA,NA,NA
"331","LGF.B",-0.518877,23.93,8.15,2275184450,1415,13.77,10.99,122481090.384,1174964.7,843035.57,-1.5381,"Lions Gate Entertainment Corp.",135066000,-0.496397,-0.496397,-0.418818,-0.506843,-0.322309,-0.315652,-0.073582,-0.005709,-0.125523,0.013579,"2019-11-07",-6.79,1.02516712433525,NA,NA,NA,NA
"332","LAD",0.479109,139.18,67.9,2975002250,13643,103.63,127.44,21581587.885,238293.3,200253.33,11.4829,"Lithia Motors, Inc.",22415000,8.254604,0.608768,0.252329,0.525959,0.63103,0.446552,0.082897,-0.011417,-0.011341,-0.052986,"2019-10-23",11.16,0.564301089173217,1.17,NA,0.00912992586812329,"2019-08-08"
"333","LAC",-0.134293,5.12,2.75,321474110,67,3.69,3.62,54206501.363,136868.6,147113.3,-0.3174,"Lithium Americas Corp.",89051000,0.539088,0.537523,-0.005263,-0.099751,0.114198,-0.173913,-0.052493,0.034384,-0.024324,0.142405,"2019-11-12",-11.37,1.11115877132392,NA,NA,NA,NA
"334","LYV",0.284774,73.71,46.02,15007547610,9500,62.23,70.52,140452411.961,1048806.2,860137.53,0.0319,"Live Nation Entertainment, Inc.",213509000,5.101887,1.808511,0.902353,0.314569,0.454978,0.114299,0.079889,-0.000853,-0.005799,0.013847,"2019-11-04",2203.45,1.10569833530223,NA,NA,NA,NA
"335","LTHM",-0.549412,19.9,5.49,1118206800,800,10.37,6.63,144820918.8,1901300,2346589.23,0.6146,"Livent Corp.",145980000,-0.354118,-0.354118,-0.354118,-0.549412,-0.452466,-0.406662,0.075843,0.165906,0.283082,0.131462,"2019-11-11",12.46,0.191226675575545,NA,NA,NA,NA
"336","RAMP",-0.057078,63.23,36.53,3095206400,950,49.57,46.63,64204361.48,614324.7,611160.23,12.638,"LiveRamp Holdings, Inc.",67640000,2.420975,1.162041,1.002084,-0.050031,0.180903,-0.258587,-0.11335,0.022341,-0.109208,0.102651,"2019-10-28",3.62,1.40019232355887,NA,NA,NA,NA
"337","LYG",-0.124183,3.46,2.3,NA,80117,2.9,2.56,17502997490.85,5472800.7,6268962.03,0.2796,"Lloyds Banking Group Plc",NA,-0.842195,-0.387097,-0.124661,-0.124183,0.046875,-0.197605,-0.062937,0.150215,0.093878,0.093878,"2019-10-31",9.59,0.618509220100991,0.163261,NA,0.0609182835820895,"2018-08-16"
"338","SCD",0.024165,14.54,9.83,NA,NA,12.9,13.7,NA,42932.1,50528.93,NA,"LMP Capital & Income Fund, Inc.",0,-0.333833,-0.191631,-0.067832,0.024165,0.307623,0.117054,0.060338,0.089191,0.059559,0.035201,NA,NA,0.804232866286497,NA,NA,NA,NA
"339","LMT",0.146099,393.42,241.17,108683694280,105000,325.9,373.33,281818801.702,941159.7,974762.93,20.6709,"Lockheed Martin Corp.",282398000,6.04554,1.04458,0.232,0.134143,0.453783,0.293039,0.103731,0.020849,0.063414,0.01223,"2019-10-23",18.62,0.767554263367858,8.6,NA,0.0223457880787819,"2019-08-30"
"340","L",-0.003531,56.2,42.06,15360904000,17900,49.52,51.46,260612552.98,895839.8,1040835.63,2.44,"Loews Corp.",302380000,4.837931,0.158267,0.086185,0.000788,0.126886,0.04937,-0.040423,0.039918,-0.032565,0.023987,"2019-10-28",20.82,0.886568972074287,0.25,NA,0.00492125984251968,"2019-08-27"
"341","LOMA",-0.328205,13.44,4.15,NA,NA,10.52,8.84,NA,677453.4,1381901.2,0.7174,"Loma Negra Compañía Industrial Argentina SA",NA,-0.517096,-0.517096,-0.517096,-0.328205,-0.520147,-0.56406,-0.539543,-0.02963,-0.567657,-0.005693,"2019-11-08",7.3,1.45338399451745,NA,NA,NA,NA
"342","LPX",-0.18752,31.1,20.39,3106394690,4900,24.18,24.45,122990114.093,1914432.2,2230228.43,1.334,"Louisiana-Pacific Corp.",123613000,2.051683,0.595852,0.057036,-0.163449,0.184818,0.015764,-0.015282,0.078078,-0.003964,0.06213,"2019-11-11",18.84,0.733629525257086,0.53,NA,0.0210903302825308,"2019-08-16"
"343","LOW",-0.004654,118.23,84.75,87491134640,3e+05,101.82,104.51,770548685.62,3932014.1,5173330.6,3.2036,"Lowe's Cos., Inc.",771799000,4.414539,1.468411,0.294767,-0.003341,0.228568,0.112682,0.132694,0.206985,0.142396,-0.012458,"2019-11-20",35.39,1.07086967898366,1.99,"2019-10-22",0.0175546930134086,"2019-10-22"
"344","LXU",-0.284928,10,2.81,187089500,576,5.58,4.44,24159356.446,167077.6,159480.83,-2.685,"LSB Industries, Inc.",28783000,-0.212567,-0.84733,-0.335214,-0.295011,0.128472,-0.081921,0.851852,0.477273,0.292247,0.238095,"2019-11-08",-2.42,1.52354832671908,NA,NA,NA,NA
"345","LKSD",-0.881204,12.7,0.85,48984460,22000,5.72,1.86,32123874.664,789870.6,980675.97,-5.1012,"LSC Communications, Inc.",33551000,-0.803235,-0.803235,-0.710013,-0.88348,-0.803235,-0.785294,-0.7154,0.216667,0.536357,0.177419,"2019-11-11",-0.29,1.46558616839505,1.04,NA,0.712328767123288,"2019-05-14"
"346","LTC",0.085393,50.52,40.11,1955400880,21,45.68,47.82,39099749.184,155182.1,160617.03,2.6832,"LTC Properties, Inc.",39752000,6.346645,0.166667,-0.020239,0.078728,0.221808,0.106886,0.0549,0.002854,0.062878,-0.023039,"2019-11-11",18.33,0.4091848085719,2.28,"2019-09-19",0.0463508843260825,"2019-09-19"
"347","LUB",0.032787,2.1,0.9895,57605310,6589,1.4,1.28,19204452.152,45823.3,40287.87,-0.2658,"Luby's, Inc.",30479000,0.075188,-0.715706,-0.492908,0.092486,0.431818,0.268456,0.582915,0.615385,0.642193,0.227273,NA,-7.11,0.394947528823079,NA,NA,NA,NA
"348","LL",-0.432966,18.16,6.59,280408770,2200,10.8,9.84,26190724.437,3230954.5,2343660.7,-2.0484,"Lumber Liquidators Holdings, Inc.",28701000,0.315574,-0.842917,-0.415301,-0.444886,-0.02006,-0.005092,-0.041217,0.207664,0.125576,-0.175527,"2019-10-24",-4.77,1.18964196517674,NA,NA,NA,NA
"349","LXFR",-0.204836,28.06,15.02,459125706,NA,21.17,18.47,26936606.753,199439.7,208785.3,0.1358,"Luxfer Holdings Plc",27377800,1.214545,0.21983,1.078498,-0.204836,-0.044444,-0.273712,-0.261559,0.018215,-0.076542,0.077763,"2019-11-11",123.49,1.02687635256896,0.5,NA,0.0298151460942159,"2019-07-18"
"350","LDL",-0.346258,44.03,17.9,467132400,3300,22.39,20.63,16863286.755,97945.6,101728.13,0.6033,"Lydall, Inc.",17535000,1.518272,-0.129736,-0.571348,-0.351825,0.247191,0.084249,0.388223,0.332,0.209809,0.148276,"2019-11-05",44.16,1.23171857866738,NA,NA,NA,NA
"351","WLH",0.046237,20.07,9.85,736257307,870,16.07,18.31,31477879.528,390703.6,383356.4,2.1065,"William Lyon Homes, Inc.",33017000,-0.234118,-0.281985,-0.111869,0.023134,0.746858,0.294744,0.024211,0.100679,0.079312,0.084727,"2019-10-30",9.24,0.991777434661633,NA,NA,NA,NA
"352","LYB",-0.1808,106.61,68.61,28921672420,19450,84.28,79.72,256994219.664,3347801,2937092.73,9.5609,"LyondellBasell Industries NV",335246000,2.873182,-0.110264,0.05484,-0.166151,0.02837,-0.011459,0.006534,0.161886,0.133044,0.059047,"2019-10-29",9.02,1.05663674046539,4.05,NA,0.0469456357945984,"2019-09-03"
"353","MTB",-0.074641,176.11,133.78,21181578530,17267,161.47,156.57,132942925.861,742507.8,680980.4,13.9909,"M&T Bank Corp.",133667000,1.078854,0.404185,0.061789,-0.066462,0.093519,-0.09323,-0.039408,0.074024,0.005202,0.02783,"2019-10-17",11.32,0.772146365853711,4,NA,0.0252461499621308,"2019-08-30"
"354","MDC",0.415498,44,23.27,2625652900,1581,31.52,37.18,49450312.575,711647.9,439134.6,3.3158,"M.D.C. Holdings, Inc.",61955000,0.598434,0.437462,0.233584,0.428986,0.602044,0.492254,0.259435,0.172337,0.173961,0.073455,"2019-10-31",12.78,0.707950684416736,1.13334,NA,0.0267423312883436,"2019-08-06"
"355","MHO",0.451462,38.35,20.34,1028180910,1359,28.36,34.03,26999787.667,267540.4,261492.03,3.9372,"M/I Homes, Inc.",27617000,0.002396,0.368864,0.045341,0.4892,0.7133,0.424254,0.313228,0.052885,0.038494,0.022241,"2019-10-24",9.46,0.665090830889592,NA,NA,NA,NA
"356","MAC",-0.411962,57.38,27.54,5040335638,718,39.54,31.3,140296769.69,2447175.3,2130442.53,0.7673,"Macerich Co.",141265000,0.307004,-0.352591,-0.295175,-0.416506,-0.224323,-0.220319,-0.054354,0.13413,0.026568,0.046614,"2019-10-28",43.31,0.676066426404256,2.99,NA,0.0899789346975625,"2019-08-16"
"357","CLI",0.034318,24.88,18.74,1965021800,352,21.9,22.33,86226877.11,440063.7,398977.27,2.6764,"Mack-Cali Realty Corp.",90554000,-0.238065,0.158411,-0.127447,0.03235,0.134937,0.008833,-0.101449,-0.026906,-0.070664,0.008364,"2019-10-30",8.11,0.61220621817887,0.8,NA,0.0368663594470046,"2019-07-01"
"358","MFD",-0.087591,11.4,8.75,NA,NA,10.47,10.06,NA,40674.2,49198.33,NA,"Macquarie/First Trust Global Infra/Util Dividend & Income Fd",0,-0.441,-0.37507,-0.125196,-0.087591,0.075269,-0.093382,-0.041227,0.01833,-0.020568,0.013171,NA,NA,0.537570675048521,NA,NA,NA,NA
"359","MGU",0.078829,24.5,17.57,NA,NA,22.1,23.41,NA,34009.3,38727.47,NA,"Macquarie Global Infrastructure Total Return Fund, Inc.",0,-0.108357,-0.089796,-0.057082,0.078829,0.266526,0.081264,0.020452,0.046766,0.053674,-0.009102,NA,NA,0.553339969954291,NA,NA,NA,NA
"360","MIC",-0.174221,47.26,33.71,3315876684,3313,40.42,39.52,86035858.79,548164.2,584289.7,1.1885,"Macquarie Infrastructure Corp.",86261000,0.535971,-0.291404,-0.467448,-0.169045,0.02452,-0.055296,-0.0471,0.028082,-0.041636,-0.023126,"2019-10-31",32.34,0.848675210344164,4,NA,0.104058272632674,"2019-08-09"
"361","BMA",-0.372554,77.31,21.41,NA,NA,50.33,49.92,65829597.3027,987100.8,1165926.23,9.4539,"Banco Macro SA",NA,4.15914,0.490062,-0.458709,-0.372554,-0.437201,-0.471193,-0.624544,-0.315687,-0.620679,0.002436,"2019-11-11",2.61,1.63171574321553,NA,NA,NA,NA
"362","M",-0.527433,38.35,14.2,5294803100,130000,23.53,18.95,308375016.58,15101547.6,15986075.93,3.3183,"Macy's, Inc.",308915000,0.664275,-0.579938,-0.190792,-0.512514,-0.442783,-0.282545,-0.210866,0.072591,-0.194927,0.059333,"2019-11-21",5.17,1.00189748364766,1.51,NA,0.088098016336056,"2019-09-12"
"363","MCN",-0.160102,7.94,5.72,NA,NA,6.61,6.46,NA,74433.9,65157.47,NA,"Madison Covered Call & Equity Strategy Fund",0,-0.548,-0.191876,-0.151439,-0.160102,0.049206,-0.019288,-0.004518,0.055911,0.015361,0.029595,NA,NA,0.661779944227741,NA,NA,NA,NA
"364","MMP",-0.041996,69.44,54.25,14953544410,1868,62.1,65.79,227211878.355,729849.5,756404.17,6,"Magellan Midstream Partners LP",228403000,4.34227,-0.226909,-0.168641,-0.044373,0.155897,0.075218,0.044845,-0.016819,-0.017557,-0.003804,"2019-10-31",10.91,0.572351568476348,3.9375,NA,0.0601420497937987,"2019-08-06"
"365","MGA",-0.004431,57.85,42.51,16828485920,174000,49.29,49.23,289207767.448,985227.6,1023451.77,7.8202,"Magna International, Inc.",312101000,3.08036,0.102476,0.28016,0.006534,0.183235,0.093712,0.164579,0.131822,0.113589,0.021793,"2019-11-07",6.89,1.0327937005781,1.39397500236984,NA,0.0258526521211024,"2019-08-22"
"366","MX",0.107921,12,5.75,384600300,2515,8.59,10.48,33499992.19,163949.6,237878.5,-0.846,"MagnaChip Semiconductor Corp.",34370000,-0.291221,-0.295745,0.023711,0.124623,0.682707,0.482119,0.094912,0.047753,-0.017559,0.038997,"2019-10-31",-13.23,1.15669051568761,NA,NA,NA,NA
"367","MGY",-0.260151,15.23,9.26,2794871000,27,11.69,10.52,117507832.344,1496277.4,1483899.07,0.4759,"Magnolia Oil & Gas Corp.",168198000,0.313,0.313,0.313,-0.237048,-0.04783,-0.158183,-0.008303,0.062253,0.033654,0.004673,"2019-11-11",22.59,1.17423997690303,NA,NA,NA,NA
"368","MHLA",0.055233,19.15,13.18,1507647900,NA,15.82,17.19,NA,14759.8,15559.1,NA,"Maiden Holdings Ltd.",0,-0.385022,-0.385022,-0.414946,0.055233,0.050347,0.269266,0.225523,0.026114,0.110092,0.019663,NA,NA,0.0840190807703292,NA,NA,NA,NA
"369","MHNC",0.104743,24.25,16.01,NA,NA,20.33,22.06,NA,5775.2,13762.37,NA,"Maiden Holdings North America Ltd.",0,-0.176374,-0.22276,-0.236502,0.104743,-0.050531,0.292486,0.126448,-0.013239,0.019143,0.012681,NA,NA,-0.168514574384771,NA,NA,NA,NA
"370","MAIN",0.092882,44.3,31.95,2733745500,66,39.33,42.55,59395450.815,258651.6,262258.53,2.5634,"Main Street Capital Corp.",63135000,48.925,0.282183,-0.00175,0.09454,0.267193,0.117419,0.049188,0.002547,0.01524,0.003011,"2019-10-31",16.89,0.592937612673173,2.385,"2019-09-18",0.055080831408776,"2019-11-19"
"371","MMD",0.04631,21.38,19.02,567497120,NA,20.28,20.81,26098491.458,43738.9,58517.9,1.3189,"MainStay DefinedTerm Municipal Opportunities Fund",27602000,1.885877,0.140361,0.036904,0.04631,0.042596,0.03629,-0.017678,-0.003393,-0.023742,-0.020486,NA,15.59,0.0170054574333443,1.025,NA,0.0498540856031128,NA
"372","MNK",-0.891803,32.34,1.43,277229700,3700,14.83,5.45,82482724.488,23339902.9,11844518.6,-41.3322,"Mallinckrodt Plc",84009000,-0.635778,-0.779764,-0.641042,-0.888777,-0.801085,-0.85469,-0.63374,-0.191176,-0.501511,0.571429,"2019-11-11",-0.08,1.20892101906024,NA,NA,NA,NA
"373","MANU",-0.308,25.2,16.68,701099800,NA,18.7,17.66,37506975.104,77337.6,61451.13,0.1881,"Manchester United Plc",40526000,7.080169,0.116618,0.1571,-0.293878,-0.074866,-0.128463,-0.034059,-0.003456,-0.031897,0.009924,"2019-09-24",91.97,0.679123008280389,0.18,NA,0.0104046242774566,"2019-04-25"
"374","MTW",-0.381201,26.88,11.47,502648560,5000,16.27,15.41,34876280.94,413903.4,463440.83,-1.3337,"The Manitowoc Co., Inc.",35348000,0.081609,-0.838027,-0.194982,-0.392308,-0.063241,-0.184165,-0.080207,-0.036585,-0.145433,0.083016,"2019-10-28",-10.66,1.86235549361165,NA,NA,NA,"2015-11-24"
"375","MN",-0.250909,3.03,1.45,32179260,366,1.98,1.73,13544406.744,38774.7,51673.5,0.1517,"Manning & Napier, Inc.",15621000,-0.8175,-0.864564,-0.582857,-0.264286,0.107527,-0.119658,0.177143,0.211765,0.211765,0.078534,"2019-10-30",13.58,0.529515484921926,0.14,"2019-10-14",0.0679611650485437,"2019-10-14"
"376","MAN",-0.015191,97.96,61.57,5198300800,30000,84.16,87.19,59411425.92,526012.7,407588.57,8.0115,"ManpowerGroup, Inc.",59840000,2.126797,0.166687,-0.070346,-0.014968,0.335229,0.016737,-0.048626,0.022602,-0.01138,0.019601,"2019-10-21",10.84,1.15113612265132,2.1,NA,0.024174053182917,"2019-05-31"
"377","MFC",0.028814,18.87,13.33,35644071900,34000,16.93,17.47,1956464154.53,2076834.7,1909817.27,2.162,"Manulife Financial Corp.",1957390000,0.535819,-0.030672,0.018333,0.03056,0.271648,0.042358,0.050173,0.087814,0.065535,0.035836,"2019-11-06",8.42,0.976844761221559,0.732538354769462,NA,0.0402272572635619,"2019-08-19"
"378","MRO",-0.391762,24.2,11.38,10211333400,2400,15.03,12.91,801892795.734,10736134,11750616.73,1.1805,"Marathon Oil Corp.",804042000,0.293153,-0.556025,0.080877,-0.391471,-0.137228,-0.269695,-0.047262,0.02008,-0.043675,-0.015504,"2019-11-11",10.76,1.57111566501805,0.2,NA,0.015748031496063,"2019-08-20"
"379","MPC",-0.368153,88.45,43.96,35081819510,60350,57.17,51.71,651088682.423,6568797.4,6345502.1,4.6787,"Marathon Petroleum Corp.",658319000,144.097561,0.24979,0.158746,-0.364233,-0.106472,-0.141591,0.094026,0.152964,-0.006154,-0.005412,"2019-11-04",11.39,1.34289673699099,1.98,NA,0.03715518859073,"2019-08-20"
"380","MMI",0.054161,43.5,29.49,1460830670,831,36.03,33.84,22655931.779,132261.1,197232.37,2.1398,"Marcus & Millichap, Inc.",39091000,2.211624,1.739987,0.673137,0.065279,0.098471,-0.042041,0.236598,0.044146,0.153751,0.002683,"2019-11-07",17.46,0.876699286780384,NA,NA,NA,NA
"381","MCS",-0.142754,45.82,31.9,1106622219,8000,37.91,34.1,21294216.32,128641.1,191212.2,1.5398,"Marcus Corp.",22984000,1.860294,1.36618,0.196923,-0.13655,-0.095755,-0.11695,0.04741,0.022279,0.037391,0.067084,"2019-10-24",23.24,0.717547176896754,0.62,NA,0.0173232746577256,"2019-08-23"
"382","MPX",-0.314198,24.67,12.48,532819900,976,15.25,14.85,7187280.83,18486.4,18728.57,0.8351,"Marine Products Corp.",34046000,2.683546,1.144272,0.172467,-0.319565,-0.086931,0.144843,-0.107245,0.068989,0.014258,0.029605,"2019-10-23",18.74,0.792894986582158,0.44,NA,0.0281150159744409,"2019-08-08"
"383","HZO",-0.348718,26.11,13.73,329991720,1573,17.54,15.22,21151235.031,189163.1,207730.83,1.8183,"MarineMax, Inc.",21653000,0.836403,0.102081,-0.110236,-0.341685,-0.177994,-0.214433,-0.078597,0.056133,0.008604,0.014647,"2019-10-29",8.38,1.13567427025023,NA,NA,NA,NA
"384","MKL",-0.031358,1225,950.16,16101583320,17400,1059.46,1127.02,13448921.974,27290.9,29336.77,53.5886,"Markel Corp.",13823000,3.737631,0.65795,0.106126,-0.031761,0.139498,0.167245,0.080807,0.011128,0.040742,-0.003226,"2019-11-11",21.74,0.764680972108309,NA,NA,NA,NA
"385","VAC",-0.034036,119.3,60.67,4805380800,23000,92.43,96.6,38446615.614,429312.5,441345.03,0.8109,"Marriott Vacations Worldwide Corp.",43527000,4.85738,0.927246,-0.081006,-0.030047,0.577594,0.149162,0.134985,0.274827,0.226667,0.076968,"2019-10-21",136.15,1.59241098621281,1.75,"2019-09-18",0.0158514492753623,"2019-09-18"
"386","MMC",0.150628,103.36,74.3,50550090240,65000,93.08,99.67,505253822.632,1538900.2,1436187.37,2.93,"Marsh & McLennan Cos., Inc.",506311000,1.180469,0.929789,0.268214,0.152488,0.263158,0.073779,0.028642,0.021068,0.009198,-3e-04,"2019-10-24",34.08,0.787696933391504,1.7,"0000-00-00",0.0170272435897436,"2019-07-10"
"387","MLM",0.361031,264.66,150.75,16486657600,8714,210.05,243.52,62027396.48,507565.7,528902.1,8.0687,"Martin Marietta Materials, Inc.",62440000,6.849627,0.803561,-0.057536,0.367445,0.544636,0.354329,0.176492,0.036101,0.073115,0.043224,"2019-10-21",32.72,0.699640529127037,1.92,NA,0.00727162551128617,"2019-08-30"
"388","MAS",0.131186,43.59,27.03,12504499200,26000,37.02,39.88,287578877.84,2545195.5,2636650.77,2.45,"Masco Corp.",289456000,1.115567,1.033993,0.085567,0.127349,0.461929,0.103448,0.13864,0.123245,0.080811,0.027104,"2019-10-28",17.63,1.06624970321217,0.48,NA,0.0111111111111111,"2019-07-11"
"389","DOOR",-0.166667,70.15,43.76,1444558500,10000,52,52.12,24455612.478,112709,122825.33,2.4835,"Masonite International Corp.",25014000,0.085797,0.086847,-0.317668,-0.152605,0.232394,0.091476,0.129916,0.187783,0.111432,0.037177,"2019-11-06",23.25,0.741575753395928,NA,NA,NA,NA
"390","MTZ",0.497783,65.57,37.24,4897639980,19000,49.12,57.36,58478035.032,859277.4,1088650.43,4.1292,"MasTec, Inc.",76311000,22.053571,0.345492,0.131216,0.489095,0.569961,0.33597,0.349453,0.063111,0.10617,-0.001556,"2019-11-04",15.54,1.26240888187031,NA,NA,NA,NA
"391","MA",0.267756,293.69,171.89,280342919116,14800,239.83,276.44,890013359.94,4412706.9,3779388.57,6.525,"Mastercard, Inc.",1003110000,53.052174,2.365913,1.132236,0.276482,0.456309,0.199358,0.066049,0.007144,0.025496,-0.024845,"2019-11-04",42.35,1.40885219243044,1.24,NA,0.00448755066589462,"2019-07-08"
"392","MTDR",-0.467955,34.9,13.42,1927008440,264,18.24,16.52,109882640.47,2762986.9,2782291.37,1.4933,"Matador Resources Co.",116647000,0.657872,-0.238468,-0.183913,-0.465026,0.028002,-0.136435,-0.038417,0.099867,-0.006615,-0.024217,"2019-11-06",11.06,1.99697663665869,NA,NA,NA,NA
"393","MTRN",0.132492,71.97,42.5,1372240730,2700,57.54,61.49,20098318.74,140133,122491.13,1.558,"Materion Corp.",20399000,13.023715,1.184729,1.036155,0.136318,0.497218,0.177284,0.040204,0.137855,0.13555,0.07169,"2019-10-24",43.18,1.05730888330013,0.425,NA,0.00631782369555523,"2019-08-20"
"394","MATX",0.083953,42.15,30.6,1748484000,2007,36.53,37.77,41982515.055,170335.9,153379.93,2.1787,"Matson, Inc.",42855000,0.55442,0.714781,0.234321,0.102107,0.265116,0.115364,0.085684,0.133963,0.049653,0.082228,"2019-11-07",18.73,1.26646879819918,0.84,NA,0.0205882352941176,"2019-07-31"
"395","MLP",-0.196198,13.44,9.23,204148980,14,10.94,10.46,6719417.856,21864.6,13088.87,0.043,"Maui Land & Pineapple Co., Inc.",19314000,-0.385242,0.554698,-0.149296,-0.183784,0.072008,-0.039964,0.058058,0.037291,0.051741,0.057,NA,245.81,0.813628680708203,NA,NA,NA,NA
"396","MAXR",-0.73651,37.7,3.83,547228980,6100,7.35,7.73,58395293.266,2338898.6,1662044.7,NA,"Maxar Technologies, Inc.",59611000,-0.596336,-0.915679,-0.857887,-0.739648,-0.2656,1.04,0.355982,0.452532,0.250681,0.305832,"2019-10-30",NA,0.938007490410163,0.583229901099235,NA,0.0635326689650583,"2019-09-12"
"397","MMS",0.229016,82.02,60,5194853510,18600,71.99,75.51,63010427.194,361861.4,335956.1,3.5132,"MAXIMUS, Inc.",63811000,12.805607,0.756898,0.196695,0.232924,0.252462,0.150184,0.078278,0.052217,0.137647,0.033778,"2019-11-14",23.17,0.812929548758544,0.795,NA,0.00976538508782705,"2019-08-14"
"398","MXL",0.226273,28.7,14.87,1628801400,739,22.33,21.97,64815541.5,468085,396059.17,-0.2963,"MaxLinear, Inc.",71220000,0.38984,2.004624,-0.066451,0.225616,0.296485,-0.09569,0.043339,0.10697,0.091126,0.094258,"2019-11-07",-77.19,1.37217705623407,NA,NA,NA,NA
"399","MEC",-0.202186,17.4,11.16,259383600,3100,14.23,13.41,19624521,35478.3,55490.83,NA,"Mayville Engineering Co., Inc.",19740000,NA,NA,NA,-0.202186,-0.202186,-0.202186,-0.134387,0.109797,0.008442,0.020979,"2019-11-27",NA,0.0212082132106035,NA,NA,NA,NA
"400","MBI",-0.07714,11.52,7.95,831456360,96,9.41,9.31,78567032.124,735695.6,794615.07,-2.7976,"MBIA, Inc.",84756000,-0.746117,-0.173985,0.24625,-0.070142,0.10101,-0.04572,0.058252,0.060541,0.045842,0.014478,"2019-11-05",-3.51,0.873165517947264,NA,NA,NA,NA
"401","MKC",0.187694,171.09,119,20822485120,11600,149.22,161.17,122771907,727284.2,900714.97,5.1912,"McCormick & Co., Inc.",123050000,5.372451,1.130949,0.524895,0.184292,0.158531,0.116623,0.010548,-0.075438,-0.012941,-0.02531,"2019-09-26",30.27,0.426674706062108,2.18,NA,0.0138747454175153,"2019-07-05"
"402","MKC.V",0.200762,171,119.5,20894049160,11600,148.95,161.03,7147869.988,716.2,2065.4,NA,"McCormick & Co., Inc.",9476000,5.340276,1.140472,0.503449,0.20296,0.158924,0.126143,0.015785,-0.071934,-0.010792,-0.02426,"2019-09-26",NA,0.351357051895786,2.18,NA,0.0138272231383991,NA
"403","MDR",-0.685155,19.43,3.83,1052210910,31900,7.69,6.69,179809396.573,8418368.2,7598802.8,-16.5104,"McDermott International, Inc.",181729000,1.688525,-0.61718,-0.58711,-0.68326,-0.191341,-0.267089,-0.239159,0.4475,0.076208,-0.011945,"2019-10-30",-0.35,1.48679348751778,NA,NA,NA,NA
"404","MCD",0.304464,221.93,156.56,159338945640,210000,195.58,215.36,759058202.448,3251433.5,3017957.37,7.69,"McDonald's Corp.",759444000,13.156584,0.950765,0.378952,0.326736,0.191696,0.140582,0.029439,-0.039639,-0.021774,-0.034291,"2019-10-24",27.28,0.394406584765191,4.49,NA,0.0214003145703255,"2019-08-30"
"405","MUX",-0.168367,2.44,1.23,590077930,427,1.69,1.85,279467061.835,4653753.4,4244272,-0.1696,"McEwen Mining, Inc.",362011000,1.806324,-0.374449,-0.477941,-0.146597,-0.146597,-0.006098,0.01875,-0.068571,-0.118919,-0.099448,"2019-10-31",-9.61,-0.310870274830819,0.01,NA,0.00613496932515337,"2018-08-24"
"406","MCK",0.116444,150.82,106.11,26539271120,80000,128.09,142.12,184426947.68,1522052.2,1773538,3.02,"McKesson Corp.",184904000,3.935599,-0.249369,-0.113225,0.089164,0.269391,0.182582,0.07248,-0.012114,-0.031054,-0.001808,"2019-10-24",47.53,0.762476733555562,1.56,NA,0.0108688079147217,"2019-08-30"
"407","MDU",0.037652,28.24,22.73,5595548490,11797,25.8,26.61,189682524.864,854489.5,847236.33,1.4694,"MDU Resources Group, Inc.",199059000,1.104269,-0.265306,0.013498,0.038419,0.193124,0.089957,0.09165,0.051627,0.043043,0.021068,"2019-10-30",19.13,0.376636645550524,0.805,NA,0.0286374955531839,"2019-09-11"
"408","MTL",-0.235294,3.42,1.53,NA,NA,2.11,1.9,NA,44943.9,55308.03,1.2588,"Mechel PAO",NA,-0.849269,-0.5,-0.625455,-0.235294,-0.039409,-0.084507,-0.057971,0.054054,-0.04878,0.059783,NA,1.55,0.594034051158365,NA,NA,NA,NA
"409","MDLA",-0.188124,44.72,26.18,3740117120,NA,37,37,55373130.26,1552683.7,885887.8,-1.1046,"Medallia, Inc.",124339000,NA,NA,NA,-0.188124,-0.188124,-0.188124,-0.188124,-0.241362,-0.245548,0.05618,"2020-01-01",-27.23,0.546272932357064,NA,NA,NA,NA
