symbol,companyName,exchange,industry,website,description,CEO,securityName,issueType,sector,employees,address,address2,state,city,zip,country,phone
AGEN,"Agenus, Inc.",NASDAQ,Biotechnology,http://www.agenusbio.com,"Agenus, Inc. is a clinical-stage immuno-oncology company, which engages in the development and commercialization of technologies to treat cancers and infectious diseases. Its product pipeline includes AGEN1884, AGEN2034, INCAGN1876, INCAGN1949, Prophage, AutoSynVax, PhosphoSynVax, and AS-21 Stimulon. The company was founded by Garo H. Armen and Pramod K. Srivastava in March 1994 and is headquartered in Lexington, MA.",Garo H. Armen,Agenus Inc.,cs,Health Technology,294,3 Forbes Road,,MA,Lexington,02421,US,1.781.674.4400
AGIO,"Agios Pharmaceuticals, Inc.",NASDAQ,Biotechnology,http://www.agios.com,"Agios Pharmaceuticals, Inc. is a biopharmaceutical company, which engages in the discovery and development of novel investigational medicines to treat cancer and rare genetic diseases. It focuses on diseases that are directly caused by changes in genes or chromosomes, often passed from one generation to the next. The company was founded by Lewis Clayton Cantley, Tak W. Mak, Craig B. Thompson and Shin-Shan Michael Su on August 7, 2007 and is headquartered in Cambridge, MA.",Jacqualyn A. Fouse,"Agios Pharmaceuticals, Inc.",cs,Health Technology,482,88 Sidney Street,,MA,Cambridge,02139-4169,US,1.617.649.8600
AGNC,AGNC Investment Corp.,NASDAQ,Real Estate Investment Trusts,http://www.agnc.com,"AGNC Investment Corp. operates as a real estate investment trust. It primarily invests in agency residential mortgage-backed securities on a leveraged basis. The firm's investments consist of residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by a United States Government-sponsored enterprise, such as the Federal National Mortgage Association and the Federal Home Loan Mortgage Corporation, and by a U.S. Government agency, such as the Government National Mortgage Association. It also invests in other types of mortgage and mortgage-related residential and commercial mortgage-backed securities where repayment of principal and interest is not guaranteed by a GSE or U.S. Government agency. The company was founded on January 7, 2008 and is headquartered in Bethesda, MD.",Gary D. Kain,AGNC Investment Corp.,cs,Finance,56,2 Bethesda Metro Center,,MD,Bethesda,20814,US,1.301.968.9315
AGNCB,AGNC Investment Corp.,NASDAQ,Real Estate Investment Trusts,http://www.agnc.com,"AGNC Investment Corp. operates as a real estate investment trust. It primarily invests in agency residential mortgage-backed securities on a leveraged basis. The firm's investments consist of residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by a United States Government-sponsored enterprise, such as the Federal National Mortgage Association and the Federal Home Loan Mortgage Corporation, and by a U.S. Government agency, such as the Government National Mortgage Association. It also invests in other types of mortgage and mortgage-related residential and commercial mortgage-backed securities where repayment of principal and interest is not guaranteed by a GSE or U.S. Government agency. The company was founded on January 7, 2008 and is headquartered in Bethesda, MD.",Gary D. Kain,AGNC Investment Corp. Deposit Repr 1/1000th 7 3/4 % Cum Red Perp Pfd Class B,ps,Finance,-100000,2 Bethesda Metro Center,,MD,Bethesda,20814,US,1.301.968.9315
AGND,WisdomTree Negative Duration US Aggregate Bond Fund,NASDAQ,Investment Trusts/Mutual Funds,,,,WisdomTree Negative Duration US Aggregate Bond Fund,et,Miscellaneous,-100000,,,,,,,
AGRX,"Agile Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Other,http://www.agiletherapeutics.com,"Agile Therapeutics, Inc. is a healthcare company, which engages in the development and commercialization of transdermal patch. Its lead product candidate, Twirla, also known as AG200-15, is an investigational low-dose, non-daily prescription contraceptive. The company was founded by Chien Te Yen on December 22, 1997 and is headquartered in Princeton, NJ.",Alfred F. Altomari,"Agile Therapeutics, Inc.",cs,Health Technology,13,101 Poor Farm Road,,NJ,Princeton,08540-1715,US,1.609.683.1880
AGTC,Applied Genetic Technologies Corp.,NASDAQ,Biotechnology,http://www.agtc.com,"Applied Genetic Technologies Corp. engages in the development of gene therapy platform to develop transformational genetic therapies for patients suffering from rare and debilitating diseases. It has clinical trials in the field of ophthalmology, optogenetics, adrenoleukodystrophy, and otology. The company was founded by Richard Jude Samulski, Nicholas Muzyczka, William W. Hauswirth, Terence R. Flotte, and Barry J. Byrne on January 19, 1999 and is headquartered in Alachua, FL.",Susan B. Washer,Applied Genetic Technologies Corp.,cs,Health Technology,78,14193 NW,119th Terrace Suite 10,FL,Alachua,32615,US,1.386.462.2204
AGYS,"Agilysys, Inc.",NASDAQ,Packaged Software,http://www.agilysys.com,"Agilysys, Inc. operates as a technology company. It offers innovative software for point-of-sale, payment gateway, reservation and table management, guest offers management, property management, inventory and procurement, analytics, document management, and mobile and wireless solutions and services to the hospitality industry. The firm also serves the gaming for both corporate and tribal; hotels resort and cruise; foodservice management; and restaurants, universities, stadia, and healthcare sectors. The company was founded in 1963 and is headquartered in Alpharetta, GA.",Ramesh Srinivasan,"Agilysys, Inc.",cs,Technology Services,936,1000 Windward Concourse,,GA,Alpharetta,30005,US,1.770.810.7800
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,NASDAQ,Investment Trusts/Mutual Funds,,,,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,et,Miscellaneous,-100000,,,,,,,
AHPI,"Allied Healthcare Products, Inc.",NASDAQ,Medical Specialties,http://www.alliedhpi.com,"Allied Healthcare Products, Inc. manufactures, markets, and distributes a variety of respiratory products used in the health care industry to hospitals, hospital equipment dealers, hospital construction contractors, home health care dealers, and emergency medical product dealers. Its products include respiratory care products, medical gas equipment, and emergency medical products. The company was founded in 1979 and is headquartered in St. Louis, MO.",Earl R. Refsland,"Allied Healthcare Products, Inc.",cs,Health Technology,202,1720 Sublette Avenue,,MO,St. Louis,63110,US,1.314.771.2400
AIMC,Altra Industrial Motion Corp.,NASDAQ,Industrial Machinery,http://www.altramotion.com,"Altra Industrial Motion Corp. designs, produces and markets electromechanical power transmission motion control. It operates through the Power Transmission Technologies; and Automation and Specialty segments. The Power Transmission Technologies segment includes couplings, clutches and brakes; electromagnetic clutches and brakes; and gearing. The Automation and Specialty segment consists of four brands: kollmorgen, portescap, thomson, and jacobs vehicle systems. The company was founded in 2004 and is headquartered in Braintree, MA.",Carl Richard Christenson,Altra Industrial Motion Corp.,cs,Producer Manufacturing,9300,300 Granite Street,,MA,Braintree,02184-3309,US,1.781.917.0600
AINV,Apollo Investment Corp.,NASDAQ,Investment Managers,http://www.apolloic.com,"Apollo Investment Corp. is a closed-end, externally managed, non-diversified management investment company, which engages in the provision of financial solutions. Its portfolio includes investments in debt, including secured and unsecured debt of private middle-market companies. The company was founded on February 2, 2004 and is headquartered in New York, NY.",Howard T. Widra,Apollo Investment Corporation,cef,Finance,-100000,9 West 57th Street,,NY,New York,10019,US,1.212.515.3450
AIQ,Global X Future Analytics Tech ETF,NASDAQ,Investment Trusts/Mutual Funds,http://www.globalxfunds.com/funds/aiq/,,,Global X Future Analytics Tech ETF,et,Miscellaneous,-100000,,,,,,,
AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ,Investment Trusts/Mutual Funds,,,,First Trust RBA American Industrial Renaissance ETF,et,Miscellaneous,-100000,,,,,,,
AIRT,"Air T, Inc.",NASDAQ,Air Freight/Couriers,http://www.airt.net,"Air T, Inc. is a holding company, which engages in the provision of overnight air freight service to the express delivery industry, manufactures and sells aircraft deicers and other industrial equipment, and provides ground support equipment and facilities maintenance to airlines. It operates through the following segments: Overnight Air Cargo, Ground Equipment Sales, Ground Support Services, Printing Equipment & Maintenance, Commercial Aircrafts Engines & Parts, Printing Equipment & Maintenance and Corporate & Other. The Overnight Air Cargo segment operates in the air express delivery services industry. The Ground Equipment Sales segment manufactures and provides mobile deicers and other specialized equipment products to passenger and cargo airlines, airports, the military and industrial customers. The Ground Support Services segment offers ground support equipment maintenance and facilities maintenance services to domestic airlines and aviation service providers. The Commercial Aircrafts, Engines & Parts segment manages and leases aviation assets, supplies surplus and aftermarket commercial jet engine components, provides commercial aircraft disassembly, part-out services, commercial aircraft parts sales. The Printing Equipment & Maintenance segment designs, manufactures and sells advanced digital print production equipment and provides maintenance services to commercial customers. The Corporate & Other segment acts as the capital allocator and resource for other segments. Air T was founded in 1980 and is headquartered in Denver, NC.",Nicholas John Swenson,"Air T, Inc.",cs,Transportation,769,5930 Balsom Ridge Road,,NC,Denver,28037,US,1.828.464.8741
AKAM,"Akamai Technologies, Inc.",NASDAQ,Internet Software/Services,http://www.akamai.com,"Akamai Technologies, Inc. engages in the provision of cloud services for delivering, optimizing and securing content and business applications over the Internet. Its products offers web and mobile performance solutions, cloud security solutions, enterprise solutions, network operator solutions, media delivery solutions and services and support solutions. It also engages in content delivery network, or CDN, services to make the Internet fast, reliable and secure. The company was founded by Frank Thomson Leighton, Jonathan Seelig, Randall S. Kaplan, and Daniel Mark Lewin on August 20, 1998 and is headquartered in Cambridge, MA.",Frank Thomson Leighton,"Akamai Technologies, Inc.",cs,Technology Services,7519,150 Broadway,,MA,Cambridge,02142-1413,US,1.617.444.3000
