"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"82","NP",-0.290481,96.15,56.67,1143681630,2641,64.74,65.07,16641334.892,85261.1,93589.57,3.031,"Neenah, Inc.",16861000,0.934925,0.302915,-0.157635,-0.293069,0.139617,0.057695,0.108152,0.011482,0.08824,0.065337,"2019-11-05","2019-08-15",22.38,0.841686632280163,1.72,NA,0.0253575114256229
"83","NNI",0.182803,69.97,47.59,2729372048,6200,57.68,63.86,18681334.772,83730.3,75397.1,3.2128,"Nelnet, Inc.",28403000,1.670642,0.405262,0.275077,0.179355,0.291643,0.228873,0.176531,0.029487,0.094003,0.018812,"2019-11-07","2019-08-29",21.41,0.681028685251615,0.7,NA,0.0101773771445188
"84","NPTN",-0.136247,9.48,3.26,318581760,1769,6.03,5.55,44268974.096,690378.7,1388541.33,-0.7848,"NeoPhotonics Corp.",47408000,-0.516226,0.251953,-0.167532,-0.115789,0.019727,0.05,0.603819,0.168696,0.570093,0.040248,"2019-11-04",NA,-8.56,1.29687558198394,NA,NA,NA
"85","NSCO",-0.289474,10.45,5.75,414856728,NA,9.61,7.99,14295637.4094,87719,102372.87,0.121,"Nesco Holdings, Inc.",49033900,NA,NA,NA,-0.289402,-0.297684,-0.308374,-0.313112,0.027818,-0.202273,0.071756,"2019-11-27",NA,58.02,0.017091761096608,NA,NA,NA
"86","NVRO",0.533663,91.6,34.75,2779032300,804,57.9,73.69,29598855.945,371892.3,493025.13,-3.053,"Nevro Corp.",30885000,1.427154,1.427154,-0.291541,0.563238,1.461833,1.026577,0.412559,0.114165,0.393526,0.06021,"2019-11-11",NA,-29.47,0.912224088219826,NA,NA,NA
"87","HYB",0.043427,8.96,7.19,NA,NA,8.48,8.78,NA,91150,92685.37,NA,"New America High Income Fund, Inc.",0,-0.232456,-0.129353,-0.081847,0.044653,0.171278,0.021839,0.031921,0.026559,0.001126,-0.002245,NA,NA,NA,0.295857110343277,NA,NA,NA
"88","NFC",0.059252,10.25,9.43,412312875,7,9.98,10.17,27850010,126298.3,167355.67,0.1296,"New Frontier Corp.",28750000,0.046875,0.046875,0.046875,0.061458,0.039796,0.028254,0.007913,-0.00391,-0.00391,0,NA,NA,78.63,0.00295962387539885,NA,NA,NA
"89","GF",-0.239505,18.76,11.27,NA,NA,13.96,13.9,NA,18925.9,18771.2,NA,"New Germany Fund, Inc.",0,3.042687,-0.232697,-0.095781,-0.236629,0.185403,0.00641,0.02689,0.053691,0.016547,0.003551,NA,NA,NA,0.731504303613368,NA,NA,NA
"90","NWHM",-0.548998,9.14,3.46,81392850,322,5.06,4.04,11962518.183,129028.5,88123.57,-0.6999,"The New Home Co., Inc.",20097000,-0.619672,-0.631746,-0.6,-0.537671,-0.326123,-0.14916,-0.00978,0.065789,-0.01937,0.025316,"2019-10-25",NA,-5.79,1.35342441888178,NA,NA,NA
"91","IRL",-0.205152,10.94,7.69,42975360,NA,8.82,8.54,4954382.544,8695.1,6931.23,-1.9761,"The New Ireland Fund, Inc.",4974000,0.003202,-0.329296,-0.323522,-0.204692,0.021868,-0.067925,-0.039444,0.065968,-0.004032,0.020661,NA,NA,-4.37,0.550207173320013,0.7994,NA,0.0925231481481481
"92","NEWM",-0.407979,16.25,7.08,556434400,10638,10.9,9.12,58940434.784,1421940.9,2621152.43,0.0149,"New Media Investment Group, Inc.",60482000,-0.013333,-0.241026,-0.221053,-0.412141,-0.247136,-0.23778,-0.020234,0.082353,-0.140187,0.014333,"2019-10-31","2019-08-19",617.45,0.775756937736658,1.51,NA,0.164130434782609
"93","NMFC",-0.004428,14.38,12.06,1168372947,NA,13.66,13.62,78045234.2124,420491.2,433664.6,1.1881,"New Mountain Finance Corp.",86610300,0.088462,0.002125,-0.030822,-0.000741,0.055556,0.005216,-0.033668,-0.018195,-0.018195,-0.009545,"2019-11-11","2019-09-12",11.35,0.42945563243523,1.36,NA,0.100815418828762
"94","NMFX",0.0236,26.56,22.38,2216357577,NA,25.39,25.79,NA,1462.1,1364.03,NA,"New Mountain Finance Corp.",0,0.02276,0.02276,0.02276,0.0239,0.034288,0.004351,-0.001658,-0.01462,-0.007464,-0.008233,NA,NA,NA,-0.119802948336375,NA,NA,NA
"95","EDU",0.589124,115.88,50.3,NA,NA,84.94,103.65,157673560.774846,1109330.1,1091429.83,1.5015,"New Oriental Education & Technology Group, Inc.",NA,16.624521,3.020979,0.370067,0.606457,0.997107,0.396637,0.238757,0.056023,0.07066,-0.01375,"2019-10-22","2017-09-01",73.57,1.26657304535534,NA,NA,NA
"96","NEWR",-0.453755,109.51,54.83,3411494460,1774,90.5,73.48,48944169.594,901137.9,1653881.23,-0.8816,"New Relic, Inc.",58406000,2.190644,2.190644,1.66921,-0.418575,-0.265006,-0.437337,-0.389208,0.015826,-0.335495,0.022047,"2019-11-05",NA,-66.25,1.66943778414557,NA,NA,NA
"97","NRZ",-0.171601,18.37,13.63,6278522310,3,15.92,14.87,413369016.741,3189515.9,3660027.1,0.839,"New Residential Investment Corp.",415521000,-0.019412,0.306426,0.013374,-0.168867,0.054431,-0.108555,-0.030167,0.06709,-0.016916,0.020257,"2019-11-06","2019-06-28",18.01,0.668914524899552,2,NA,0.132362673726009
"98","SNR",0.097561,7.26,4.04,523693800,16,5.8,6.63,81749682.818,320424.7,375677.97,-1.5689,"New Senior Investment Group, Inc.",83126000,0.62069,-0.68342,-0.375894,0.071429,0.492891,0.22093,-0.058296,-0.004739,-0.096126,-0.007874,"2019-11-11","2019-09-05",-4.02,0.501833285444004,0.52,NA,0.0825396825396826
"99","NYCB",0.183824,13.38,8.61,6019622560,2913,10.97,11.31,451701634.104,7236732.8,4797687.07,0.7688,"New York Community Bancorp, Inc.",467362000,-0.30701,-0.246084,-0.129616,0.193698,0.34728,0.054873,0.338877,0.119027,0.115152,0.021412,"2019-10-23","2019-08-09",16.75,0.655062477520525,0.68,NA,0.0527950310559006
"100","NYT",0.328989,36.25,21.34,4908915700,4320,30.84,31.95,139053905.865,1415996.8,1946176.73,0.8191,"The New York Times Co.",165207000,-0.213288,1.257725,1.02,0.326009,0.353318,-0.133353,-0.113875,0.049698,-0.172404,-0.035551,"2019-11-04","2019-07-09",36.1,0.986832908340129,0.18,NA,0.00608725059181603
"101","NJR",-0.048523,51.83,43.51,4058098000,1068,48.1,47.14,89039349.08,452303.1,418295.53,1.5243,"New Jersey Resources Corp.",89980000,3.54648,1.044661,0.237346,-0.048523,0.013483,-0.095467,-0.096011,-0.002654,-0.095104,0.027569,"2019-11-21","2019-09-19",29.59,0.404303326873557,1.17,"2019-09-19",0.0259423503325942
"102","NEU",0.1462,489.11,352.89,5101392360,2089,422.52,445.2,8670140.6,76029.2,96746.13,22.8873,"NewMarket Corp.",11188000,23.363375,0.117692,-0.082515,0.14261,0.125296,0.033992,0.130177,-0.033552,0.016089,-0.012004,"2019-10-30","2019-09-13",19.92,0.64930133150372,7,"2019-09-13",0.0153518871855605
"103","NEM",0.271231,41.23,29.06,31664306280,24200,35.11,38.79,816942381.6,7883935.1,7938761.97,-0.136,"Newmont Goldcorp Corp.",819894000,0.156878,0.24698,-0.083843,0.260444,0.12007,0.170303,0.066262,0.001037,0.046329,0.014714,"2019-10-24","2019-09-11",-283.97,-0.10963578993125,0.56,NA,0.0145002589331952
"104","NR",-0.190476,10.9,6.06,688974300,2500,7.68,6.9,87093916.728,554446.5,448952.67,0.2188,"Newpark Resources, Inc.",90062000,0.669604,-0.364627,-0.002632,-0.190476,0.0625,-0.12069,0.171516,0.108696,0.085106,0.088193,"2019-10-31",NA,34.96,1.13120518840405,NA,NA,NA
"105","NEXA",-0.119266,13.69,7,1278796800,NA,10.35,8.77,45975808.744,152911.8,119575.37,0.5052,"Nexa Resources SA",133208000,-0.409195,-0.409195,-0.409195,-0.121683,-0.20398,-0.192599,-0.035176,0.146953,0.243523,0.003135,"2019-11-08","2019-03-13",19,0.598012676104738,0.600058,NA,0.0625060416666667
"106","NXRT",0.435674,47.42,31.5,1107332365,2,39.31,44.37,21301890.705,117961.3,100174.43,-0.7485,"NexPoint Residential Trust, Inc.",23895000,1.697241,1.697241,0.596327,0.376639,0.362832,0.300676,0.137651,0.03033,0.047619,0.006536,"2019-11-11","2019-09-12",-61.72,0.394332186768228,1.075,NA,0.0232683982683983
"107","NHF",-0.195931,22.66,17.61,588977460,NA,20.11,18.44,28246555.536,171629,188905.87,1.6356,"NexPoint Strategic Opportunities Fund",32397000,-0.270438,-0.566189,-0.099144,-0.195219,-0.098214,-0.17062,-0.04717,-0.0071,-0.009264,0.002205,NA,NA,11.12,0.374163682537721,2.4,NA,0.132013201320132
"108","NEP",0.050463,52.5,39.35,8037090000,NA,46.15,49.86,54369483.5,208815.8,270182.63,-0.6825,"NextEra Energy Partners LP",56150000,13.578778,0.416875,0.358705,0.050463,0.214286,0.101036,0.088813,0.038908,0.036375,-0.005654,"2019-10-30","2019-08-05",-74.73,0.436903109117589,1.835,NA,0.0359803921568627
"109","NEE",0.258221,225.95,164.25,106787205990,14200,195.02,214.79,487300387.032,2557688.4,2177195.87,7.01,"NextEra Energy, Inc.",488751000,5.465707,0.923232,0.414598,0.256701,0.286522,0.144706,0.058729,0.004413,0.033489,-0.006367,"2019-11-04","2019-08-28",31.17,0.183981561631561,4.72,NA,0.021602819351
"110","NGL",0.244053,15.71,8.71,1781915760,1300,13.12,14.06,114061412.142,798372.4,830474.93,2.5921,"NGL Energy Partners LP",126198000,-0.350334,-0.644311,-0.142767,0.191561,0.424823,0.015827,-0.006334,0.101404,-0.049798,0.087827,"2019-11-18","2019-08-06",5.45,0.882885760248512,1.56,NA,0.110481586402266
"111","NLSN",-0.178793,28.5,19.96,7988438040,46000,24.26,22.02,351191440.578,2538909.8,2718267.33,-1.94,"Nielsen Holdings Plc",355674000,-0.0192,-0.479737,-0.394269,-0.174871,-0.045474,-0.176082,-0.042626,0.103686,-0.011879,0.036456,"2019-10-25","2019-08-21",-11.58,0.907206039211377,1.4,NA,0.06233303650935
"112","NKE",0.045874,90,66.53,136818215200,76700,82.59,85.01,1214878803.74,5164710.5,5886698.93,2.5599,"NIKE, Inc.",1251860000,12.16063,1.3156,0.539042,0.048763,0.179044,-0.005693,0.063451,0.087693,0.076165,-0.015225,"2019-09-24","2019-08-30",34.11,1.14007245947107,0.86,NA,0.00984883188273019
"113","NINE",-0.795764,40.39,4.85,198192800,2261,19.19,10.11,25062614.72,363228.2,302965.57,-1.4093,"Nine Energy Service, Inc.",30680000,-0.221073,-0.221073,-0.221073,-0.786799,-0.718764,-0.72227,-0.615018,-0.166452,-0.45068,0.055556,"2019-11-18",NA,-4.58,1.33235640565542,NA,NA,NA
"114","NIO",-0.675758,13.8,2.35,NA,NA,5.08,3.19,730519536.483243,15924203.1,17206792.1,-3.355,"NIO, Inc. (China)",NA,-0.260606,-0.260606,-0.260606,-0.622353,-0.482258,-0.441739,0.304878,0.088136,-0.018349,0.022293,"2019-09-24",NA,-0.96,1.69804387485409,NA,NA,NA
"115","NI",0.17144,30.34,24.19,10841996880,8087,27.88,29.26,371883106.413,2579971.1,3681179,0.305,"NiSource, Inc.",373347000,0.496511,-0.247909,0.14356,0.128644,0.158357,0.035294,-0.004115,-0.012916,-0.022551,0.004497,"2019-11-01","2019-10-30",95.21,0.241272944831197,0.79,"2019-10-30",0.0272038567493113
"116","NL",-0.436232,7,2.94,189660840,547,3.87,3.98,8287886.17200001,12868.4,12785.7,0.1744,"NL Industries, Inc.",48756000,-0.770705,-0.625253,-0.541975,-0.427941,0.09887,-0.07601,0.108262,0.189602,-0.055825,0.105114,"2019-11-08",NA,22.31,1.25960973273043,NA,NA,NA
"117","NOAH",-0.221434,60.14,28.17,NA,3441,43,31.45,41489279.189172,586914.5,440411.4,2.1882,"Noah Holdings Ltd.",NA,2.210131,3.007026,0.991851,-0.212455,-0.291282,-0.344636,-0.219853,0.023992,-0.00807,-0.009668,NA,NA,14.04,1.30920161932767,NA,NA,NA
"118","NE",-0.687603,7.44,0.99,470953980,2000,2.54,1.72,245036359.066,6502774.5,6083345.17,-1.36,"Noble Corp. Plc",249182000,-0.833904,-0.913199,-0.428266,-0.682886,-0.312727,-0.392283,0.227273,0.54918,0.021622,-0.045455,"2019-10-30","2016-07-28",-1.39,2.41725927678385,NA,NA,NA
"119","NBL",-0.14772,32.73,17.11,11975455120,2330,22.71,22.03,471621065.649,5078473,5303641.87,-1.9257,"Noble Energy, Inc.",478253000,1.847945,-0.654629,-0.207106,-0.157753,0.295396,0.052101,0.238378,0.16411,0.144424,0.053872,"2019-10-29","2019-08-02",-13,1.4708339746495,0.45,NA,0.0179712460063898
"120","NBLX",-0.306542,43.98,22.28,1087217200,160,32.19,27.96,21265888.928,271352.6,325766.93,3.9077,"Noble Midstream Partners LP",39752000,0.198092,0.198092,-0.315077,-0.288872,-0.078193,-0.279315,-0.118879,0.122742,0.016729,0.07297,"2019-11-04","2019-08-02",7,0.911401457360022,2.2935,NA,0.0838574040219378
"121","NOK",-0.058182,6.65,4.71,NA,NA,5.55,5.17,5603281935,13973018.6,16098479.1,-0.1063,"Nokia Oyj",NA,-0.639298,-0.294925,-0.161501,-0.058182,-0.097561,-0.181675,0.042254,0.001934,-0.040741,0.031873,"2019-10-24","2020-02-03",-48.73,0.81665147954889,NA,"2019-10-28",NA
"122","NOMD",0.005238,23.06,15.87,4105768340,4813,20.23,21.42,173218884.822,837584.7,930306.63,0.9179,"Nomad Foods Ltd.",194494000,0.568302,0.568302,0.771526,0.0115,0.233781,-0.015851,0.010531,0.007637,-0.051662,0.022276,"2019-11-28",NA,23,0.641678265435664,NA,NA,NA
"123","NMR",-0.067653,5.05,3.05,NA,27864,3.73,3.69,3324768119.07629,590011.7,710571.73,-0.1271,"Nomura Holdings, Inc.",NA,-0.634076,-0.363636,-0.396166,-0.067653,0.15748,0.163588,0.382445,0.19837,0.26361,0.052506,"2019-10-21","2019-03-29",-34.7,0.814933922059527,NA,NA,NA
"124","OSB",-0.394862,40.56,19.46,1982042000,2700,24.97,23.26,81528675.1,159809.7,180314.1,0.9975,"Norbord, Inc.",81700000,1.232766,0.557776,-0.137621,-0.378268,-0.05896,-0.0941,0.019328,0.071082,0.092793,0.004555,"2019-10-31","2019-08-29",24.32,0.745187796509335,4.49712572673265,NA,0.185372041497636
"125","NAT",0.025,3.47,1.66,291038500,20,2.14,1.99,138111539.34,1102869,1244704,-0.4071,"Nordic American Tankers Ltd.",141970000,-0.845331,-0.742586,-0.679941,0.051282,-0.028436,-0.046512,-0.037559,0.164773,0.035354,0.138889,"2019-11-11","2019-05-24",-5.04,1.28109072228102,0.19,NA,0.0926829268292683
"126","JWN",-0.468702,67.74,25.01,5391042000,74000,39.37,30,103849129.23,5245390.1,6386677.47,3.0502,"Nordstrom, Inc.",154915000,4.0775,-0.330476,-0.165914,-0.457098,-0.26706,-0.212492,0.071759,0.374408,0.130237,0.061947,"2019-11-21","2019-08-29",11.41,0.966626572714406,1.48,NA,0.0425287356321839
"127","NSC",0.015552,211.46,138.65,47990121330,NA,181.97,183.45,263109350.09,1480885.4,1623443.5,10.38,"Norfolk Southern Corp.",263407000,9.911325,1.151011,0.764665,0.016175,0.218336,-0.001863,-0.044976,0.053121,0.000934,0.027464,"2019-10-23","2019-08-02",17.55,1.06026244176547,3.32,NA,0.0182227345079313
"128","NOA",0.435503,13.62,7.82,331706980,1730,11.06,11.43,24154420.994,166876.4,156584.07,0.7518,"North American Construction Group Ltd.",27346000,-0.271429,0.394768,1.522581,0.370621,0.330044,-0.045633,0.173114,0.03234,-0.033466,-0.021774,"2019-11-07","2019-08-30",16.13,0.843486703214568,0.0604393011381838,NA,0.0049826299371957
"129","NRT",-0.209618,8.12,5.12,58911682,NA,6.82,7.04,9149719.44627,25657.3,27228,0.8038,"North European Oil Royalty Trust",9190590,-0.64401,-0.701884,0.022472,-0.193711,0.075503,-0.097183,-0.055965,-0.062865,-0.137281,-0.006202,NA,"2019-08-15",7.97,0.290982490485229,0.81,NA,0.126365054602184
"130","NOC",0.183315,377.34,223.63,61533928640,85000,299.09,351.75,168615451.286,854458.8,813385.67,20.5442,"Northrop Grumman Corp.",169198000,5.677515,1.409362,0.169383,0.169314,0.476154,0.323002,0.17517,-0.011497,0.06601,0.022061,"2019-10-24","2019-09-06",17.7,0.805245027424514,4.92,NA,0.0135283765948086
"131","NRE",0.311969,18.44,12.5,854410110,NA,16.79,16.99,43501493.67,416921.6,504743.03,3.6378,"NorthStar Realty Europe Corp.",50289000,0.283333,0.283333,0.499577,0.32424,0.164496,-0.050838,0.075316,0.003544,-0.001176,0.001179,NA,"2019-08-16",4.67,0.508218645289468,0.6,NA,0.0353148911124191
"132","NWN",0.049087,73.5,57.2,2186111830,1167,66.61,70.88,30013723.257,109818,111276.9,2.3642,"Northwest Natural Holding Co.",30443000,1.678237,0.552917,0.166865,0.02659,0.229202,0.106301,0.039369,-0.001946,0.00956,0.024248,"2019-11-05","2019-07-30",30.37,0.30457034900801,1.8975,NA,0.02642389639326
"133","NWE",0.223933,74.47,56.23,3688896590,1528,68.55,71.55,50043894.984,392751.4,346104.33,4.2714,"NorthWestern Corp.",50443000,1.842084,0.500741,0.169553,0.221072,0.26021,0.03996,0.008968,0.028696,0.052836,0.001781,"2019-10-23","2019-09-12",17.12,0.264339838879266,2.25,NA,0.030767127034049
"134","NCLH",-0.014242,59.71,39.36,11788843960,33200,51.9,50.09,213314905.755,1892036.5,2268793.5,4.47,"Norwegian Cruise Line Holdings Ltd.",215597000,1.351351,0.827846,0.057895,-0.020598,0.290231,-0.026353,0.03092,0.083201,0.152371,0.032867,"2019-11-08",NA,12.23,1.16168581680707,NA,NA,NA
"135","NVS",0.02077,96.31,74.97,NA,125161,88.27,90.35,2287893729.83391,1787612.6,1894810.13,4.9372,"Novartis AG",NA,1.254699,-0.062734,0.062516,0.021849,0.034856,-0.06633,-0.03086,-0.027719,-0.056303,-0.029346,"2019-10-22","0000-00-00",17.62,0.506851878427909,1.84218,"0000-00-00",0.0211769168869985
"136","NVO",0.031895,53.55,41.22,NA,43202,49.14,50.21,1806177009.28,1581430,1457735.03,2.3966,"Novo Nordisk A/S",NA,13.513678,0.097449,0.176688,0.039043,0.057918,-0.037901,-0.029602,-0.041812,0.01601,-0.022898,"2019-11-01","2019-08-16",20.65,0.45865899503788,0.872242,NA,0.0176210505050505
"137","DNOW",-0.241656,17.18,10.36,1334939190,4500,13.46,12.28,107145135.149,1068695.7,973397.47,0.6272,"NOW, Inc.",108797000,-0.503947,-0.503947,-0.124782,-0.243993,0.018257,-0.13102,-0.073962,0.0285,0.003271,0.020799,"2019-11-06",NA,19.56,1.43673971200153,NA,NA,NA
"138","NRG",0.062362,43.66,32.63,9740038000,4862,38.48,35.5,242065243.1,2314612.2,2658781.37,1.8202,"NRG Energy, Inc.",252988000,2.984416,0.093216,1.592968,0.084507,0.010234,-0.080707,0.117886,0.085424,0.108233,0.017442,"2019-11-06","2019-07-31",21.15,0.725857004553634,0.12,NA,0.00311688311688312
"139","NUS",-0.473508,85.75,35.03,2445178940,44900,52.76,41.36,53131094.329,633727,588092.07,2.2458,"Nu Skin Enterprises, Inc.",55547000,4.638132,-0.256828,0.024571,-0.473382,-0.276463,-0.223496,-0.113929,0.090414,0.124968,0.028986,"2019-10-31","2019-08-29",19.6,0.949326017157209,1.47,NA,0.0333939118582463
"140","NUE",-0.143496,66.03,46.1,16249215200,26300,55.47,52.11,300890295.111,1999972.7,1821155.77,7.0998,"Nucor Corp.",303157000,4.933525,0.080442,-0.053282,-0.149881,0.026623,-0.090137,0.056158,0.099262,0.019593,0.046262,"2019-10-21","2019-09-26",7.55,1.11994091424755,1.58,"2019-09-26",0.0294776119402985
"141","NS",0.009349,29.53,19.81,3024935480,1517,26.44,27.73,97071655.92,367889.6,392169.53,-6.6098,"NuStar Energy LP",107764000,-0.26267,-0.531834,-0.407618,0.015557,0.318459,0.037708,0.071783,0.045827,-0.008478,0.035029,"2019-11-01","2019-08-06",-4.25,0.871695326888186,2.4,NA,0.0855005343783399
"142","NSS",0.004255,26.17,22.23,NA,NA,25.23,25.89,NA,26284.7,29110.83,NA,"NuStar Logistics LP",0,-0.016362,-0.046086,-0.013672,0.004255,0.082569,0.027305,0.020039,0.000385,-0.002689,-0.002689,NA,NA,NA,0.166485042241686,NA,NA,NA
"143","NTR",-0.075934,58.99,43.96,29628939840,20300,51.41,50.98,572570669.328,987944.1,1091686.27,0.3377,"Nutrien Ltd.",572872000,-0.026484,-0.026484,-0.026484,-0.105809,0.118029,-0.037051,-0.032004,0.038971,-0.033632,0.012133,"2019-11-04","2019-09-27",153.15,0.996162311610268,1.69964396344139,"2019-09-27",0.0328624122861831
"144","JMLP",-0.248072,8.27,5,78975000,NA,6.26,5.85,10996195.5,65769.6,93980.13,-0.7306,"Nuveen All Cap Energy MLP Opportunities Fund",13500000,-0.665974,-0.675253,-0.353119,-0.244186,0.019164,-0.118976,-0.033058,0.067518,-0.013491,0.035398,NA,NA,-8.01,0.906480097068512,0.75,NA,0.128205128205128
"145","NVG",0.075676,16.97,13.3,3224643760,NA,15.26,16.44,202533757.465,582588.8,389552,0.6551,"Nuveen AMT-Free Municipal Credit Income Fund",202553000,0.029236,0.115191,0.046622,0.085948,0.121917,0.082257,0.010152,-0.040964,-0.030451,-0.049552,NA,NA,24.3,0.0253418665722763,0.8735,NA,0.0548680904522613
"146","NUV",0.082365,10.64,9.11,2120468750,NA,9.91,10.36,206865070,306772.5,266142.77,0.6483,"Nuveen Municipal Value Fund, Inc.",206875000,0.091803,0.023566,0.001504,0.082365,0.089267,0.066597,0.006876,-0.018199,-0.002918,-0.026591,NA,NA,15.81,0.0303238222632749,0.372,NA,0.0362926829268293
"147","NUW",0.080399,18.86,14.3,NA,NA,16.34,17.54,NA,41661.4,33714.57,NA,"Nuveen AMT-Free Municipal Value Fund",0,0.087101,-0.016837,-0.044977,0.081836,0.089082,0.018861,-0.033868,-0.080837,-0.063364,-0.052448,NA,NA,NA,0.013868934849372,NA,NA,NA
"148","NEA",0.082362,14.45,12.03,NA,NA,13.37,14.2,NA,843715.5,590973.83,NA,"Nuveen AMT-Free Quality Municipal Income Fund",0,-0.09725,0.002234,-0.003701,0.091693,0.1144,0.059316,0.022761,-0.027235,-0.019014,-0.03331,NA,NA,NA,0.0109145721969401,NA,NA,NA
"149","NAZ",0.105705,14.68,11.39,NA,NA,12.73,13.4,NA,23003,22741.8,NA,"Nuveen Arizona Quality Municipal Income Fund",0,-0.204475,-0.085714,-0.094126,0.110362,0.095403,0.047695,0.015408,-0.033015,-0.034432,-0.019345,NA,NA,NA,-0.0103443232961849,NA,NA,NA
"150","NKX",0.099092,15.59,12.35,NA,NA,14.04,15.18,NA,105548.4,95667.83,NA,"Nuveen California AMT-Free Quality Municipal Income Fund",0,-0.032765,0.031295,-0.059097,0.108314,0.132502,0.061359,0.011838,-0.063185,-0.044707,-0.045335,NA,NA,NA,-0.011794061415972,NA,NA,NA
"151","NCB",0.097819,17.5,14.79,54796390,NA,16,16.53,3147641.88,2497,4025.23,0.3797,"Nuveen California Municipal Value Fund 2",3299000,0.067333,-0.029697,-0.048157,0.092763,0.072339,0.038774,0.038579,0.006667,0.006667,0.005156,NA,NA,43.75,0.0759495967906343,0.648,NA,0.0390126429861529
"152","NCA",0.054565,10.75,8.92,NA,NA,9.79,10.42,NA,49367.1,48832.53,NA,"Nuveen California Municipal Value Fund, Inc.",0,0,-0.024925,-0.049563,0.058779,0.090933,0.058779,-0.003132,-0.037474,-0.042057,-0.045693,NA,NA,NA,-0.0410128055536188,NA,NA,NA
"153","NAC",0.065022,15.49,12.25,2067746250,NA,13.89,14.94,140257477.265,588943.1,349000.4,0.44,"Nuveen California Quality Municipal Income Fund",145105000,-0.021618,-0.021618,-0.042974,0.067416,0.100386,0.058692,-0.002101,-0.055666,-0.044906,-0.059406,NA,NA,32.39,-0.00770717757460407,0.675,NA,0.0473684210526316
"154","NTC",0.146067,13.62,11.01,NA,NA,12.4,13.39,NA,30664,27502.67,NA,"Nuveen Connecticut Quality Municipal Income Fund",0,-0.248499,0,0.005622,0.153043,0.164251,0.118987,0.007599,-0.01559,-0.019078,-0.017778,NA,NA,NA,-0.00728107994211095,NA,NA,NA
"155","JCE",-0.069661,15.71,11.09,NA,NA,13.63,14.05,NA,82001.9,73324.17,NA,"Nuveen Core Equity Alpha Fund",0,-0.301,-0.200229,-0.027816,-0.065096,0.185892,0.039273,0.040787,0.035507,0.030281,-0.003487,NA,NA,NA,0.854855840255602,NA,NA,NA
"156","JCO",0.01658,9.98,8.23,NA,NA,9.53,9.71,NA,46758.2,52359.87,NA,"Nuveen Credit Opportunities 2022 Target Term Fund",0,-0.017982,-0.017982,-0.021891,0.027225,0.147368,0.020812,0.003067,0.029381,0.006154,0,NA,NA,NA,0.162413299074846,NA,NA,NA
"157","JQC",-0.05632,8.1,6.98,NA,NA,7.74,7.63,NA,584997.1,649590.67,NA,"Nuveen Credit Strategies Income Fund",0,-0.465826,-0.144527,-0.087302,-0.0575,0.017544,-0.040712,-0.035806,0.023066,-0.028351,-0.007895,NA,NA,NA,0.220070874904296,NA,NA,NA
